TxI_fixed,TxQ_fixed,RxI_fixed,RxQ_fixed
-196608,-196608,-231274,-237276
-196608,-65536,-30191,-217400
196608,65536,34488,35720
196608,-65536,75781,-70898
65536,196608,-23649,293275
-65536,65536,-143054,225295
65536,-196608,-89295,-306236
-196608,-196608,-17374,-484906
-196608,-196608,-234541,-199721
-196608,-196608,-144951,-153592
-196608,-65536,-280189,-28986
196608,-65536,-70189,-113408
-196608,-196608,-157033,-178326
196608,-196608,-83619,25470
196608,-196608,186550,-140668
-196608,-65536,-397125,-120251
-196608,-196608,94613,-269908
-65536,-196608,68018,-221499
65536,196608,81033,436461
-196608,196608,-11421,169747
-65536,-196608,-189558,-199509
-65536,65536,14107,-5144
65536,-196608,94817,-35560
196608,196608,235298,483808
-196608,65536,-10154,131570
65536,65536,172878,77666
-196608,-196608,-154298,-191218
-65536,196608,-308048,-152795
-65536,196608,-206224,305805
196608,65536,178626,85197
-65536,-196608,-51853,-133837
-65536,-65536,-231159,-169796
65536,-65536,418950,-121875
-196608,196608,25609,136375
-196608,-65536,-108372,84176
65536,196608,76092,141103
196608,196608,165510,501807
-196608,196608,-336105,259748
-65536,-65536,-54182,-252478
-196608,196608,-158836,177770
-65536,65536,-247507,-29962
196608,-196608,245579,-518179
65536,-196608,42784,37783
-196608,196608,-476184,299649
65536,-196608,-60547,-118470
-196608,-65536,-257219,-41297
-65536,-65536,211091,-268061
65536,-196608,147095,-267479
-196608,-65536,-392313,57821
-65536,-196608,5689,-350657
65536,-196608,-161210,-567621
65536,-196608,224197,-229889
-196608,196608,-265648,175834
-196608,-196608,-210330,-176742
-196608,196608,-2322,303367
-65536,-196608,-254161,-103171
-196608,-196608,-401346,-158687
65536,-196608,-19986,-21411
65536,-65536,217703,-288130
-196608,196608,-419257,270551
-196608,196608,-611640,288423
196608,-196608,130494,-378257
65536,-196608,146390,-416843
-65536,-65536,110354,-174849
196608,-65536,128735,-162480
-196608,-65536,-256900,44872
-196608,196608,-27512,106552
65536,196608,-208461,71116
-196608,196608,-253543,106977
-65536,-196608,-37631,-32680
65536,196608,131366,198519
-196608,65536,-271317,39268
65536,65536,70583,49415
-196608,-65536,-561255,123806
-196608,196608,-293070,86822
-196608,65536,-130149,258314
-65536,-65536,-209484,-34689
-65536,196608,-56892,173100
65536,-196608,131022,169881
-196608,65536,-246806,-89161
-196608,-196608,-171628,-248438
-65536,196608,-206618,16004
-196608,65536,-226885,205113
-65536,196608,23887,444147
-196608,-196608,-173605,48107
65536,65536,-20416,244897
-196608,-196608,-163751,-225568
-196608,196608,-91887,143085
196608,196608,-103796,-48290
-65536,-196608,104318,101735
-196608,65536,-245884,134261
-196608,-196608,-134255,-268701
196608,196608,372056,391225
196608,-196608,-4401,-339160
-65536,196608,-169500,256196
196608,-196608,154323,-221906
65536,65536,-49318,159130
196608,65536,450851,56220
65536,-196608,-60018,-409231
-65536,-196608,-146947,-185533
-65536,65536,-35584,219240
-65536,196608,-241703,192327
-65536,65536,-123520,179124
-65536,196608,-19015,43393
65536,-196608,16758,-200456
65536,-196608,51851,-288126
-65536,196608,-143106,306073
196608,-196608,-25327,-191993
-196608,196608,-149481,297733
-65536,-65536,191637,93860
196608,65536,199305,166888
-196608,-65536,-163597,-25512
-65536,196608,35978,50327
-65536,65536,-251547,65128
65536,196608,315028,118487
-196608,65536,-166958,15116
-196608,65536,42529,10651
196608,65536,89187,-78065
65536,65536,331960,-221298
65536,196608,179130,98696
65536,65536,146580,93874
65536,65536,99831,-132030
-196608,-65536,-233028,-63238
-196608,-196608,-20679,81863
-65536,-196608,-44967,-46686
-65536,-65536,-353796,175313
65536,-65536,-98180,-8219
65536,196608,38302,367698
65536,196608,110964,90516
-65536,196608,-73829,102184
196608,-65536,375240,-466938
196608,-65536,-89312,108285
-65536,65536,-44494,291260
-65536,196608,-331948,115544
-65536,196608,45794,159393
-65536,196608,-79378,86135
-65536,-196608,-4045,-140533
-65536,65536,-192132,230387
65536,196608,253033,-58783
65536,196608,218193,256608
65536,196608,151050,156064
65536,-196608,46556,-179991
-65536,-196608,19438,-129346
196608,-65536,93018,-93116
-196608,65536,-71232,50356
-65536,-65536,176184,-96878
-196608,65536,-39718,207729
196608,-196608,89690,-135242
65536,196608,118499,228933
196608,-65536,7107,-251785
-65536,196608,18344,141130
65536,-65536,131569,66158
-65536,-196608,-339544,-191084
65536,-196608,-104715,-99958
-196608,-196608,-238100,62262
-196608,-65536,-240697,86664
-196608,65536,-373848,79188
196608,-65536,253610,-140418
-65536,65536,-28684,-308669
196608,-65536,168139,-90212
-196608,-65536,-307364,-113311
-65536,-196608,88145,-139403
-196608,196608,45980,174054
196608,196608,125745,149658
196608,65536,106899,-195222
196608,196608,268591,58862
-196608,-65536,-249075,4314
-65536,-65536,-85964,185918
-65536,-196608,42855,-210900
-196608,-196608,-476411,-148570
-65536,196608,127652,336187
-196608,65536,-185957,-53295
-65536,196608,-125837,250362
65536,196608,52459,88094
65536,196608,60030,323342
196608,196608,-57087,218795
65536,-65536,284609,-21800
65536,65536,71592,-49148
65536,-65536,130455,38075
-196608,65536,-57165,371036
65536,-196608,-84108,-344310
65536,196608,134920,146819
196608,-65536,157387,-31596
65536,65536,189624,180778
65536,-196608,-246194,-278606
-65536,-196608,-80058,-611769
196608,196608,108269,395788
196608,65536,259953,176983
196608,-65536,265490,-320953
196608,196608,92910,107573
196608,-65536,92244,164270
196608,-196608,180391,15556
-196608,-65536,-328005,72015
65536,-65536,188923,-91344
196608,196608,142503,208769
65536,-65536,-360463,-84722
65536,196608,10608,361944
-196608,-196608,-348799,-324957
196608,196608,-42444,78524
-65536,196608,-246872,344657
-196608,65536,-180575,59035
-65536,-65536,129167,136469
65536,-196608,111431,-295013
65536,196608,-23343,188581
-196608,-196608,-129798,-331781
-196608,65536,-263884,66615
-65536,-65536,-167325,-282207
196608,196608,27444,125149
-65536,-65536,-322254,-276009
-196608,65536,-253749,167226
-65536,65536,-42374,170547
-196608,-196608,-210768,-450166
-65536,196608,-126493,392080
-196608,-196608,-335200,169371
-196608,65536,-107474,72278
-196608,-65536,-389624,-159487
196608,-196608,310329,217278
-65536,-196608,-212404,-389894
-65536,-65536,-175800,-62590
-65536,-196608,-280483,-170286
-196608,-65536,-270085,131586
-65536,196608,77389,249325
-65536,-65536,10026,-138607
-196608,196608,-53227,57219
65536,-65536,142052,-115628
-196608,65536,-358343,-82022
-65536,65536,-114011,72544
-196608,196608,-310941,113929
65536,196608,260522,-22333
-196608,65536,-371989,249469
-65536,196608,65429,123678
65536,-65536,196392,-251373
196608,-65536,464726,-90193
-65536,65536,-125573,75555
65536,-196608,169922,-452540
65536,-65536,399896,-16935
196608,196608,106097,43154
-196608,-196608,-421557,54131
-196608,-196608,-472110,-119825
-65536,-65536,38907,-124139
196608,-65536,-79354,-174735
-196608,-196608,-251169,-211990
196608,-196608,260693,-106808
-196608,65536,-169472,61800
65536,196608,127882,164785
-196608,65536,-164033,74090
196608,-65536,384017,-154027
65536,65536,-74019,15242
65536,65536,-33673,-240122
65536,65536,-47692,208229
196608,65536,318267,109323
-65536,196608,66411,83263
-65536,196608,588,474854
-65536,-196608,107897,-183856
196608,-65536,23974,-217376
65536,65536,309856,191085
-65536,-196608,157684,-138277
196608,-196608,304408,-138785
-65536,-196608,195574,-258999
-196608,196608,-439374,262625
-65536,65536,-142390,27177
-65536,65536,-173290,147005
65536,-65536,171264,-344692
196608,65536,42717,1955
65536,65536,176542,317906
65536,-196608,266378,-309016
65536,-65536,167413,-154024
65536,65536,107118,-110
65536,196608,-79230,18587
-65536,65536,-189636,-258072
65536,-196608,248659,-230399
65536,196608,179744,216517
196608,-196608,190890,-204302
-196608,65536,-257850,44305
-65536,196608,-362404,202915
-65536,-65536,-222462,84354
-65536,-65536,214569,-93445
65536,196608,-122106,112480
65536,196608,93303,155411
65536,-196608,213170,-111709
196608,196608,12708,403531
-196608,-196608,-169540,-288658
65536,65536,202981,80034
-196608,-196608,-194776,-147024
196608,196608,616952,51153
-65536,196608,-310057,199600
65536,65536,220685,-149248
-196608,196608,-221931,-62634
-196608,196608,-83489,250352
65536,-65536,130206,-121790
-65536,-65536,-172975,-35893
-65536,65536,-31978,62914
-65536,-196608,-337798,-339693
196608,-65536,285010,-72168
-196608,-196608,-152915,-377310
-196608,196608,-103017,400445
-196608,-65536,-41548,-264244
196608,65536,250480,36845
-196608,65536,-174907,-87202
196608,65536,67494,149127
-65536,-65536,-169907,-114105
65536,-196608,239444,-272615
-196608,196608,13877,321639
-196608,-196608,-231501,-192295
-65536,-196608,-58795,-120897
65536,196608,-67029,52802
196608,196608,368467,-9258
65536,-65536,163048,-49825
-65536,-65536,218936,-112261
-65536,-65536,-194248,26264
65536,-65536,10142,-77246
196608,-65536,230525,-35484
196608,196608,291346,-41287
-196608,-196608,-228213,80129
196608,-65536,68682,-89605
65536,-65536,194700,36690
-65536,-196608,40141,-319131
-196608,-65536,-330882,-20399
-196608,-196608,2023,-387531
-65536,-196608,105948,-130361
196608,196608,216288,144443
-65536,65536,-53871,69814
196608,196608,277801,298891
-65536,65536,-191813,-115084
65536,65536,69937,-34771
196608,65536,-118809,132554
65536,-65536,193974,241944
-196608,196608,-425434,176373
-65536,65536,154780,152163
-196608,-196608,-244985,-212284
-196608,-65536,-227626,219086
-196608,196608,-288598,-59435
-196608,65536,-238818,79402
-65536,-196608,142340,-434820
-196608,196608,-561179,-170712
-65536,196608,121594,240199
-65536,-65536,-16001,-45094
65536,196608,-111345,154867
196608,-65536,39029,-81098
196608,65536,442272,519570
-65536,-65536,-204093,-103370
65536,-196608,-103479,-121853
-65536,-65536,101129,-160696
-65536,-196608,-15923,-153344
-65536,-65536,-202982,-100447
65536,196608,97281,136449
196608,65536,46291,332083
65536,-196608,226854,-24100
-196608,-65536,-41072,-45497
65536,-65536,143498,-403202
65536,-65536,118535,-118439
65536,196608,323626,592718
65536,196608,65490,162806
196608,-196608,23413,-34939
-196608,-196608,-130741,14698
196608,196608,502303,228696
196608,-196608,47902,-319971
65536,65536,12566,-291342
-65536,65536,-4509,165795
-65536,196608,-73435,77211
196608,-196608,52658,-170794
196608,-65536,361008,-248688
65536,65536,405522,26667
196608,196608,225350,201549
65536,-196608,-66949,-157248
-65536,196608,-292525,33239
-65536,-65536,-27731,109863
-196608,65536,-34843,-21935
-65536,196608,4096,-48774
196608,196608,196256,180631
-65536,196608,-151890,201645
65536,-65536,-94513,-42003
-65536,196608,56791,396219
-196608,-65536,-62701,-100186
-65536,-65536,-292052,-83065
65536,-65536,298516,-227200
65536,65536,149662,185782
196608,65536,401709,92545
-65536,196608,-262215,135056
65536,196608,-134616,-82509
-196608,65536,-218438,277204
196608,-196608,270288,-376516
-196608,65536,66636,-21112
-65536,-65536,37935,-13023
-65536,65536,-101099,-109811
-65536,-65536,-215943,-284399
196608,196608,376856,-114642
65536,-196608,-75835,-90951
196608,196608,435249,116715
-196608,-65536,-238283,363435
196608,-65536,429697,-211252
-196608,-65536,-97115,-200568
196608,-196608,176532,-279462
65536,65536,-10578,101166
-196608,196608,-246566,127703
-65536,196608,-2769,286341
-65536,65536,-54229,-77869
196608,196608,109589,-5855
-65536,-196608,-89808,-460124
-196608,196608,-185093,-129241
-65536,-65536,-377487,-141455
65536,65536,132677,21429
65536,-196608,-78035,-289141
196608,65536,27595,247748
-196608,-196608,-443876,-16649
65536,-65536,-197346,-114599
65536,65536,-133095,-197350
-196608,196608,-300510,113561
-65536,-196608,220700,-284508
-65536,65536,-142600,-30762
196608,196608,222656,94362
-65536,65536,-6848,-30224
-196608,65536,-177401,8891
65536,65536,54187,-27598
-65536,-196608,-240698,-166080
196608,196608,409231,249417
-65536,-65536,199296,-198985
-196608,-196608,-443190,-10342
196608,-196608,46544,-340229
-65536,-196608,-106540,-433685
196608,-65536,55262,-9736
-196608,196608,-122462,76823
65536,196608,-41187,243691
-196608,196608,120666,-155633
-196608,65536,-22141,269591
-196608,65536,-165457,164056
-196608,65536,-46110,-154348
65536,-65536,227598,-282240
65536,65536,-17107,310595
196608,-65536,76997,-173594
-65536,196608,-54085,74364
65536,65536,191803,-266538
65536,65536,85914,14132
-65536,-196608,-296634,-229979
65536,-65536,-52112,39314
-196608,196608,-207448,-8417
-196608,-196608,-207696,-419395
-65536,-196608,223526,-130523
196608,196608,-6499,344137
196608,-196608,270699,-426849
-65536,-65536,152683,92952
-65536,-65536,267329,-60035
-196608,65536,-255870,225532
196608,-196608,268624,-206898
65536,65536,149030,-304086
-196608,-196608,-167962,-218878
-65536,-65536,-80021,89821
196608,-65536,260497,-196508
65536,-65536,-305547,-122390
65536,-196608,165488,-222419
-196608,-65536,-178118,-490439
196608,-196608,164006,48316
196608,65536,496561,-66554
-65536,-196608,-164443,-122496
196608,65536,137540,52831
196608,-196608,488456,-12313
-196608,65536,-318541,125041
196608,-65536,115992,-99962
65536,65536,43990,-65402
-196608,-65536,-73404,51383
-196608,-65536,-166156,-340076
-65536,65536,-254961,160187
196608,-196608,118622,-357665
-65536,-196608,-154540,-13095
65536,196608,54220,220245
-196608,-196608,-134204,-102216
-196608,196608,-135323,208623
-196608,-196608,-456870,-453407
65536,-196608,221449,-322742
65536,-65536,102548,32998
-65536,196608,137357,221030
-65536,-196608,-442,-23542
-65536,196608,95855,255705
196608,-65536,264977,-207199
-196608,-65536,672,-182194
-196608,196608,-120076,211690
-65536,-65536,-79885,-404643
-196608,65536,136401,310767
-65536,65536,64746,130271
196608,-65536,280686,114277
196608,65536,9575,-166090
65536,-196608,-123256,-14226
196608,196608,239503,523618
-65536,-196608,-44211,-390173
196608,196608,106613,309651
65536,-65536,86196,-65373
-196608,-196608,36194,-422934
-65536,-65536,36370,6693
-196608,-65536,-363815,56623
65536,196608,49195,108517
65536,196608,-52426,367465
65536,196608,8721,-47644
-196608,-196608,-257220,-415654
-196608,65536,-266604,85553
-196608,196608,-380539,200328
-196608,196608,-215315,91599
65536,-196608,-16617,-77968
65536,196608,-363754,274407
-65536,-196608,235313,-70854
-65536,-65536,94016,-83581
-196608,196608,-251752,284912
196608,196608,199366,131301
196608,-65536,24910,235437
65536,-65536,314032,-184609
65536,-65536,343570,242980
65536,196608,88498,201721
-65536,65536,84455,-136035
-65536,65536,-39849,266018
65536,65536,-130352,83986
65536,196608,5186,321334
65536,-65536,84869,113811
196608,196608,129997,246133
-65536,-65536,-97578,-152325
196608,196608,183214,339592
196608,196608,184756,196719
65536,-65536,73194,34972
65536,65536,-89888,-250078
-196608,-65536,-301682,-34
-196608,-196608,-384855,-290188
196608,-196608,339900,45673
-65536,-65536,-374104,25773
65536,196608,234587,231757
65536,-196608,268696,-125343
196608,-196608,152326,-342922
-196608,196608,-578079,434485
-65536,196608,-118484,488429
-196608,65536,-206014,123115
-196608,196608,-344704,429670
-196608,-65536,-272110,-148941
-196608,-65536,27631,-182347
65536,65536,162976,71533
65536,-196608,-69952,-132870
-196608,-196608,-430725,-254344
-65536,196608,-113458,275414
196608,-65536,165327,-20637
-65536,-196608,7178,-342903
-65536,65536,-143983,141561
-65536,65536,9421,192080
-196608,-65536,86975,-40408
65536,65536,185042,234448
-65536,65536,-72583,-112866
-196608,-65536,-223447,3039
-65536,196608,-117804,25112
-65536,196608,107479,33347
-196608,65536,-288536,-26922
65536,196608,72163,58556
65536,196608,73039,116303
196608,65536,123075,34154
-196608,196608,-397733,319287
196608,65536,243938,18472
196608,-196608,187668,-428970
196608,-65536,269915,101533
65536,-65536,-12659,-188206
-196608,196608,-17705,188003
196608,196608,68123,262045
-196608,196608,54279,225859
-196608,-65536,-452712,94808
65536,-196608,129248,-126413
196608,-196608,266279,-322827
196608,-65536,80025,253717
-196608,-196608,-134416,-168130
-65536,-65536,121968,-87128
65536,-196608,-259323,-55352
65536,65536,139210,102091
65536,65536,-299835,124040
65536,-65536,-75975,299676
196608,-196608,435351,-236925
196608,196608,111352,150042
-65536,-196608,-237560,-179524
65536,65536,36530,222559
65536,65536,368573,-155236
-196608,-196608,-465028,-484646
196608,-196608,42546,-282646
65536,196608,284974,-42832
-65536,196608,206697,134352
-65536,-196608,-80693,-122970
196608,-196608,15034,-327141
-65536,-196608,241595,-405699
-65536,-196608,168118,-186447
196608,-65536,296103,60864
65536,-196608,-53516,-444994
65536,196608,58351,316807
-65536,65536,-89036,185306
-65536,-65536,-17052,74278
65536,-196608,278170,-18048
196608,65536,325480,388226
-65536,-65536,-223418,-117719
-196608,65536,5108,81593
196608,-196608,242495,-257634
-65536,-196608,35149,-196318
-65536,196608,149375,421240
-196608,-196608,-359502,-393710
-196608,-196608,-201858,-322789
65536,-65536,-12345,136280
196608,196608,-33151,346087
196608,-65536,247416,-118750
65536,65536,433587,190743
196608,-196608,-73042,-146605
196608,65536,191878,285391
196608,-65536,290475,-54617
196608,-196608,214644,-46309
196608,-196608,180030,190560
-196608,-65536,-386999,22111
196608,-65536,230721,-58307
-196608,-65536,-307506,40334
196608,-65536,-124310,-119065
65536,-65536,240595,284404
-65536,-196608,74909,-170220
-196608,-65536,-189037,-105532
196608,-196608,230177,-319072
65536,-196608,222970,-35818
-65536,-65536,-32661,61544
-196608,-65536,-64131,-138420
-65536,196608,-109130,281083
65536,-196608,257798,-417676
-196608,-65536,-149599,-38430
-65536,-65536,-37099,812
196608,-65536,10490,184661
-196608,196608,-154557,83650
-65536,196608,-187453,9274
65536,65536,-28000,-65683
65536,-196608,-53952,-392473
-196608,65536,-352857,261414
-65536,-65536,245834,161406
-196608,196608,-1510,243533
-196608,196608,84808,375580
-65536,65536,-244743,85167
-65536,196608,-55094,182670
196608,-65536,7054,-114340
-65536,196608,-167485,151122
65536,65536,-69009,-161283
-196608,-65536,-14956,-26811
-196608,65536,-254673,59625
65536,196608,222099,305835
-65536,65536,22994,79241
65536,65536,403118,41693
65536,-196608,-151266,-324275
196608,196608,381140,207182
65536,196608,233539,304791
-196608,65536,-339250,-102012
65536,-196608,213124,-183789
-196608,196608,-147348,230759
-196608,-65536,-229943,-170763
-196608,65536,-317350,-20610
-65536,196608,-170916,230402
196608,-65536,496994,-231631
-196608,196608,-196508,247887
-196608,-65536,-81992,-196744
-65536,65536,-181437,221290
-196608,196608,-310890,539200
65536,196608,224093,70470
65536,-196608,-132235,-118324
196608,65536,135761,-40963
-196608,-65536,-191622,87008
-65536,196608,-49215,11193
65536,196608,39291,267035
-65536,-65536,-7531,-193466
-65536,65536,35997,35204
65536,-196608,173192,-347697
-65536,-196608,-209999,-76098
65536,196608,23895,73954
-65536,-65536,109548,15350
65536,196608,196640,146183
-196608,-65536,-397791,-82311
196608,-196608,248115,-174955
65536,65536,-224359,-46104
65536,-65536,72414,-34708
196608,-196608,474712,27652
65536,196608,-73371,82584
65536,-65536,-56728,106185
-65536,65536,46427,285072
196608,196608,-29479,77006
-196608,196608,-289334,-16620
65536,-196608,152940,-152358
196608,-65536,103658,-145755
-65536,196608,-100116,470439
-196608,65536,-87553,70637
196608,-65536,258383,-183093
-196608,65536,-157508,-102572
-196608,196608,-246304,356326
-196608,65536,-142378,-18167
65536,-196608,47404,-190185
65536,65536,132624,205602
-65536,-65536,-138358,-136501
-65536,65536,-92290,58805
196608,65536,51537,63108
-65536,-196608,-70666,-96472
-196608,65536,-315454,152105
-196608,65536,-359864,33280
65536,196608,103441,205935
-196608,196608,-165432,142126
196608,-65536,311333,-282070
-196608,196608,-259786,234358
-196608,196608,-136811,473895
196608,196608,277324,67105
-65536,196608,-358,83326
-65536,-196608,-186530,-324207
196608,196608,218496,302792
65536,-196608,118898,-130886
-196608,-196608,-195556,-219841
196608,196608,-109151,62079
-196608,65536,-173089,79073
65536,-196608,389767,-425892
-196608,65536,-249369,86554
196608,65536,89913,193252
-196608,196608,-141896,13254
-65536,-65536,-19759,-290116
65536,196608,240323,428063
65536,-65536,-118796,-155185
65536,-65536,172715,100929
196608,196608,283130,174041
65536,196608,44705,172875
-65536,-65536,-15904,-1290
196608,196608,347468,67064
-65536,-65536,62296,-46119
-196608,65536,-364109,9631
-196608,196608,-76420,3099
-196608,65536,-206088,114992
-196608,-196608,-185929,-235194
-65536,65536,-54809,42525
196608,65536,174591,-111805
196608,-65536,371244,167673
65536,65536,53268,194012
-65536,196608,-229598,337898
-196608,-65536,-254277,-110297
-65536,-196608,-39350,-450008
65536,196608,245669,482794
65536,-196608,153915,-205561
-65536,65536,-190176,-44195
-65536,196608,298651,257687
-65536,196608,-26735,367641
196608,-196608,383508,-199986
-196608,196608,-218841,383974
-65536,196608,12624,355314
-65536,196608,57482,38872
-65536,65536,112982,-33203
65536,-196608,220486,-56288
65536,196608,193350,-200906
196608,-65536,150434,-87438
-196608,-65536,-280393,-275214
196608,-65536,245349,-135372
-196608,-65536,-59865,-109326
65536,65536,32898,13038
65536,196608,221629,115678
65536,-196608,278407,-357387
196608,196608,62328,532471
-65536,65536,-188181,339199
-65536,-65536,-86107,-235829
65536,65536,110614,297384
-65536,196608,-142408,138069
-65536,-196608,132620,-177676
196608,65536,258752,56264
-196608,-196608,-190827,-293290
65536,65536,-144886,209713
65536,-196608,-127288,-178160
196608,-196608,237788,-266443
196608,-65536,-115909,-256714
-65536,-196608,82859,-327558
65536,-65536,42360,-306069
-196608,196608,278644,198399
196608,196608,534817,21245
-196608,-65536,-223198,-104452
-196608,-65536,-212191,135243
65536,65536,211431,241285
65536,65536,315124,60806
196608,65536,-43434,52774
65536,196608,-196245,472090
65536,65536,-25619,141849
65536,-196608,150932,-244646
-196608,-196608,-123795,-405581
196608,65536,353375,123255
-65536,-196608,-241343,-75076
-196608,196608,-536023,104044
65536,-196608,191272,-153934
-196608,196608,-317974,143329
65536,-65536,-230259,-92505
65536,-65536,86794,-430109
-196608,-65536,-80374,-98037
196608,-65536,178721,76518
65536,-196608,-1558,-289136
196608,65536,173255,73233
-65536,-196608,-119842,-307387
65536,196608,-132011,249428
196608,-196608,91877,-228338
196608,-196608,272998,-334247
-65536,196608,-18396,391884
196608,-65536,221236,70592
196608,-65536,50776,-154181
-65536,-65536,-92134,7411
65536,65536,-253498,144290
196608,196608,222762,290733
196608,196608,405997,-51673
196608,-196608,-19416,-49097
-196608,65536,-282472,-17949
-65536,-65536,-17308,-117973
-196608,65536,-13013,452099
-65536,196608,-131220,240845
65536,196608,-35908,139995
65536,-196608,-222996,-519778
196608,-196608,211766,7052
-65536,196608,233716,-523
65536,-65536,106181,-212583
-65536,-65536,-68801,-114093
65536,65536,112735,273101
-196608,196608,-198233,309921
65536,196608,-53606,173478
-196608,-65536,-75962,-20358
65536,-65536,98620,-153518
196608,196608,199189,217073
-196608,-196608,-339541,-185861
65536,196608,256556,338574
196608,196608,294016,338341
-196608,-65536,-277635,6853
196608,-65536,343418,-118635
-65536,-196608,-138451,-87899
-65536,-196608,-180133,-210085
-196608,65536,-307937,-93011
65536,196608,-194002,137509
-196608,-65536,-127507,-53149
196608,-196608,-71733,-63222
65536,65536,-114484,38641
-65536,65536,-369699,-111664
65536,-65536,52923,-57221
-65536,-65536,-87564,-48910
65536,65536,17661,92769
65536,-196608,-87246,-61807
65536,65536,-106247,214852
196608,196608,264658,109531
196608,196608,115928,106317
-196608,-65536,-150248,-217970
-196608,-196608,-326335,-94201
-65536,-196608,-39003,15706
196608,196608,387594,150435
-65536,65536,20362,30156
-196608,-65536,-257044,149411
-65536,65536,-27845,139622
-196608,65536,-231876,129463
196608,65536,197763,-108984
65536,-196608,17820,-97145
196608,196608,172526,60450
-65536,-196608,-34455,-362791
-65536,196608,-211106,145791
196608,-65536,47738,-151380
196608,-65536,-6873,-98010
-196608,65536,-431116,-145630
-65536,196608,-243920,337116
-65536,196608,-42168,361862
196608,196608,65776,-88761
65536,65536,140803,208922
-65536,65536,-60449,-53241
65536,-65536,-222934,60048
196608,-196608,292590,-206638
196608,196608,315425,200825
-196608,196608,-342252,169483
-65536,-196608,-3960,-18979
65536,196608,-59978,14955
-196608,65536,-182295,154611
-65536,65536,-250839,226928
-196608,196608,-459375,301583
196608,65536,140509,406204
-65536,65536,-83668,-11977
-196608,196608,-254885,336894
-196608,-65536,-370119,-81083
65536,-196608,6934,-15861
-196608,65536,-157145,64409
-65536,-65536,-72115,-122376
-65536,65536,-38792,256932
65536,65536,-32665,-6499
-65536,-196608,106171,-403633
196608,65536,24248,-10204
-65536,-196608,5913,-105893
-65536,-196608,107662,7385
-196608,-196608,-126134,-180323
-196608,-65536,-226286,127636
-65536,196608,-142954,-2423
65536,-65536,217367,-130493
-196608,196608,-405135,154319
65536,196608,-76629,179820
-65536,-196608,-123795,-184285
-65536,65536,115833,166784
196608,-196608,252260,-261791
-196608,65536,-338468,85910
-65536,196608,-111009,189996
196608,-196608,106583,-332291
-196608,65536,-300623,48879
-65536,-65536,77913,-86588
-65536,65536,-266555,41345
-196608,-196608,39147,-191954
-196608,-65536,-75237,-54447
-196608,65536,-36750,2186
-65536,65536,-133377,252043
-65536,65536,-87509,-105843
196608,65536,-13410,-40117
65536,65536,-11350,472920
-196608,-65536,-124266,-217646
-65536,196608,124393,-1775
-65536,-65536,-227782,42096
-196608,-65536,-250170,-369923
65536,-65536,43364,-100014
-196608,196608,-401151,511064
65536,-196608,152194,-423007
-65536,196608,-171632,-93835
65536,-65536,36903,-285230
196608,65536,130378,197184
-65536,65536,-181208,230364
196608,-65536,195576,-140652
-196608,65536,-228204,165656
-196608,-65536,-251101,138196
-196608,65536,-303359,327459
65536,196608,112360,160509
-65536,-196608,176790,-533872
-196608,-196608,-176109,-316902
-196608,196608,-50634,134063
-65536,196608,-269263,158662
-196608,-65536,-173489,-93065
196608,-65536,35796,98430
-65536,-65536,-281969,121223
-65536,65536,-173886,40378
-65536,-65536,109128,95439
196608,196608,335826,249021
-65536,-196608,-29925,-187155
196608,65536,-27998,198384
-65536,-65536,-94300,-54948
65536,65536,109748,367094
-196608,65536,-170884,-145253
65536,-65536,-204659,-141031
-196608,65536,-327078,46996
196608,-196608,187218,-132209
65536,196608,144126,382419
-65536,196608,-387363,193033
-196608,-196608,-220366,-405026
-196608,65536,-175645,189000
65536,-65536,190041,45098
196608,65536,298141,-219030
65536,-196608,150908,-197165
196608,65536,79382,-167488
196608,196608,-82996,99208
-196608,65536,-254207,-66764
65536,-196608,212318,-78016
65536,196608,269737,213729
196608,65536,300734,-122858
65536,65536,128453,194503
-65536,196608,-9902,-13506
-65536,-65536,-147031,-17160
65536,196608,46477,77320
65536,-65536,310126,-119123
196608,-196608,58483,-122711
-65536,-196608,171098,-120193
-65536,196608,-112727,392531
-196608,196608,-2375,184554
196608,-196608,-9551,-151700
-196608,-65536,-110748,-129683
-65536,-196608,-173504,-169939
196608,196608,-10789,261012
65536,-196608,97561,-211015
196608,196608,344539,-67719
65536,196608,-58284,245183
65536,-196608,-154134,-143184
196608,-65536,183149,-165211
65536,65536,52723,-122682
-196608,-196608,-116256,19672
-65536,65536,73620,137554
65536,-196608,56829,-230178
-196608,65536,75303,-101088
65536,-65536,98396,-185967
-65536,-65536,-116302,125349
-196608,-196608,-432772,-176435
-65536,196608,-104027,115923
-65536,65536,-114831,140227
-196608,196608,-55882,77264
-196608,196608,-128834,416546
-196608,196608,-369436,394851
196608,-65536,221851,-133909
-196608,-196608,-98200,-288735
-196608,-196608,27314,-580277
-196608,-65536,-66551,-282651
-196608,-65536,-85111,-261826
65536,-196608,74341,-176797
196608,196608,253512,148801
-65536,65536,117570,-131613
-196608,65536,-391917,24333
65536,65536,14328,139590
65536,196608,-47679,273959
65536,-196608,121098,-474991
-65536,-65536,114744,-84332
-196608,-196608,-284090,-399327
196608,196608,-153674,328750
196608,-65536,136200,49375
65536,196608,199399,65008
-65536,65536,13250,-46723
-65536,65536,-2788,-2059
-65536,196608,-106567,-133523
196608,-65536,9175,-16302
65536,-65536,141049,-105519
