TxI_fixed,TxQ_fixed,RxI_fixed,RxQ_fixed
-196608,65536,-212171,44447
-196608,-196608,-175426,-188537
-65536,65536,-19551,77611
65536,65536,69860,79546
65536,-196608,67495,-231183
65536,65536,85265,65526
65536,-65536,22201,-89367
-65536,65536,-64875,74860
-196608,-65536,-173869,-54409
65536,-65536,50598,-92760
65536,65536,37049,88019
-196608,196608,-200923,250928
196608,-65536,195199,-46147
196608,-65536,175504,-69318
-196608,-196608,-147924,-203960
65536,-65536,54418,-70392
-196608,-65536,-223402,-83204
65536,-65536,63362,-59674
65536,-65536,86622,-91977
196608,196608,197012,152719
196608,-65536,207886,-60436
65536,65536,45295,66029
65536,196608,100088,183342
65536,-65536,78582,-95327
196608,65536,220941,72265
65536,65536,74017,42539
-196608,196608,-177450,193381
-65536,196608,-85813,237600
-65536,65536,-76949,80660
65536,196608,96809,164809
-196608,196608,-160382,166999
65536,-196608,38895,-193082
-196608,196608,-190808,164665
196608,-196608,186599,-243099
196608,196608,180419,208973
65536,196608,72152,204062
196608,65536,223107,76001
65536,-196608,76026,-190499
-65536,196608,-72957,195091
-196608,-65536,-184650,-80916
-196608,196608,-204969,208595
-65536,65536,-55964,101068
-65536,65536,-33102,53895
-65536,65536,-113779,41829
-65536,-196608,-47019,-222972
196608,-196608,160863,-216738
-196608,-196608,-168079,-191903
-196608,-65536,-211403,-115230
-65536,-196608,-93817,-186408
65536,65536,81684,80491
65536,-196608,73994,-238369
65536,-196608,42329,-219350
65536,196608,36434,198459
196608,-196608,192254,-199940
-196608,196608,-224574,208677
-196608,-196608,-221261,-199886
-196608,196608,-193923,225983
65536,65536,43103,58077
-65536,-196608,-55629,-219439
65536,65536,100145,40837
-196608,-196608,-200058,-179526
65536,-65536,68559,-64848
-65536,-65536,-18665,-50818
-65536,65536,-93119,79776
65536,65536,93203,18624
-196608,-65536,-171737,-92015
196608,-65536,216450,-89241
-196608,196608,-166607,177655
196608,-196608,203124,-206371
-196608,-65536,-210147,-42330
65536,65536,90958,93371
196608,65536,222919,58733
-196608,-65536,-170937,-71372
65536,65536,66570,49152
-196608,-196608,-213242,-194537
-65536,196608,-61092,201312
-65536,-196608,-43652,-177877
-196608,196608,-172817,215152
65536,196608,55557,143140
-196608,-65536,-189283,-69079
65536,65536,35139,97682
196608,196608,219484,186433
-65536,-65536,-83729,-39077
196608,65536,214846,58419
65536,65536,38843,69599
-196608,196608,-172653,170203
-65536,65536,-58061,40005
65536,-196608,47389,-179758
65536,65536,81593,86017
-65536,-196608,-79247,-195994
-196608,65536,-179199,37026
-65536,196608,-71902,197625
-196608,196608,-236580,225808
-196608,-65536,-219425,-25057
65536,-196608,55539,-203964
-196608,-196608,-164831,-235159
-196608,196608,-175678,216126
-65536,196608,-27821,190199
-65536,196608,-27130,218511
-196608,-196608,-209028,-190080
65536,-65536,61158,-86054
-65536,-196608,-75088,-195255
196608,196608,181012,226995
65536,-65536,22766,-69000
-65536,65536,-65879,41502
-65536,65536,-95394,28639
196608,196608,195814,178674
-196608,-65536,-147468,-75062
-65536,196608,-77366,215653
196608,-196608,201132,-222640
196608,-196608,217665,-160521
-65536,-65536,-59026,-96592
65536,196608,72329,250758
-65536,196608,-73953,236684
196608,65536,191223,68815
-65536,-65536,-87833,-103804
65536,196608,85186,195321
-196608,-196608,-237055,-205593
-196608,196608,-174054,167012
-65536,196608,-98138,203367
-65536,-196608,-43179,-215738
196608,-196608,188390,-213212
65536,196608,36925,191877
196608,-196608,210062,-209961
196608,65536,218179,113802
-196608,65536,-206783,53094
196608,65536,213345,75776
196608,-196608,143536,-193228
-196608,-196608,-227279,-188415
-196608,-196608,-166591,-186642
65536,-65536,60341,-45066
65536,-196608,22285,-190420
65536,65536,49304,70759
-65536,65536,-86982,66894
-196608,65536,-200463,62321
-65536,-65536,-74147,-86713
-65536,196608,-61380,195194
65536,65536,63923,71140
-196608,-65536,-165027,-56196
-65536,196608,-55676,200795
196608,-65536,207238,-70946
196608,-65536,223669,-66862
-196608,196608,-205637,183749
-65536,-196608,-94844,-189333
65536,-196608,93568,-201744
-65536,65536,-62381,69730
196608,196608,199845,219852
196608,65536,181899,49061
65536,-65536,51209,-51677
-196608,-196608,-176942,-195837
-65536,65536,-42667,112479
196608,65536,214813,60512
-65536,-196608,-47119,-180462
65536,-65536,78752,-65179
65536,65536,68591,33292
-196608,65536,-200681,53443
65536,196608,93646,217057
-196608,196608,-205288,186558
-65536,-196608,-56943,-248175
196608,-196608,177934,-197337
196608,-65536,181295,-90906
-196608,-65536,-202093,-62474
196608,65536,177936,101562
-196608,196608,-178077,214479
-196608,-65536,-227917,-29846
-65536,65536,-63231,52495
-65536,65536,-62458,62211
65536,-196608,23479,-220866
-196608,196608,-206851,180721
-65536,65536,-59597,44009
-196608,-196608,-186651,-226957
-196608,65536,-201353,97259
-196608,196608,-180887,148021
-65536,65536,-68075,97358
-196608,65536,-196291,94476
-196608,-65536,-190763,-53928
65536,-65536,87066,-91421
-196608,-196608,-212302,-233355
65536,65536,54229,52799
-196608,-196608,-212143,-182089
65536,196608,57821,196679
-65536,-196608,-32411,-220844
-65536,65536,-52234,92204
196608,-65536,170338,-26415
-196608,-65536,-210554,-70799
196608,-196608,205266,-194069
196608,-65536,175554,-100580
65536,65536,48690,55912
-65536,65536,-34299,77391
-196608,196608,-210854,204850
-196608,-65536,-174435,-77327
65536,-65536,94691,-71905
196608,196608,179573,186221
65536,-196608,44866,-203075
196608,196608,190195,206438
-196608,-65536,-221892,-111233
65536,-196608,68347,-198335
196608,65536,191832,73664
65536,65536,73911,52286
-65536,196608,-33091,185475
65536,65536,84522,55075
-196608,-65536,-185245,-76662
65536,196608,19874,196745
-196608,-65536,-186310,-62540
-196608,-65536,-156599,-114321
65536,-196608,-4385,-181445
65536,-196608,81547,-203343
65536,-196608,61835,-151714
-65536,65536,-85273,37859
-65536,-196608,-46929,-216752
196608,-65536,236317,-70249
65536,196608,83541,206205
196608,196608,187987,151300
196608,-65536,174695,-84792
-196608,65536,-193249,79270
196608,196608,216888,174587
65536,-65536,56547,-33716
-65536,-65536,-72280,-76078
196608,-65536,262150,-86424
196608,196608,221660,210781
-65536,196608,-38824,233946
196608,-196608,162692,-186937
65536,-196608,49111,-167334
196608,-65536,198343,-26595
-196608,-65536,-219860,-86947
196608,-65536,233778,-43741
-196608,-65536,-163853,-100919
-65536,196608,-77928,206477
-65536,-196608,-24104,-198264
196608,65536,196509,94404
196608,-65536,256748,-38310
-65536,-196608,-62176,-183375
-196608,-65536,-183226,-58605
-65536,196608,-33023,208415
-65536,65536,-35862,66971
-196608,-196608,-184746,-198029
-65536,-196608,-68814,-163103
196608,65536,208549,101835
196608,196608,177652,193318
-65536,65536,-62003,71055
196608,-196608,170844,-194712
65536,65536,24174,28104
-65536,196608,-64365,188794
65536,196608,94853,233762
-65536,-65536,-44034,-82950
-65536,65536,-67438,114647
65536,65536,106111,92759
-65536,-196608,-78753,-187283
196608,196608,152065,209634
65536,65536,14856,44233
-65536,-196608,-92970,-202768
196608,-65536,215575,-32059
65536,65536,50792,51263
65536,65536,76242,90181
196608,-196608,234844,-228590
-65536,-196608,-91086,-224436
-65536,196608,-54423,240769
65536,196608,78054,196333
-196608,196608,-216599,184101
-65536,65536,-34084,97186
-65536,-196608,-72218,-167673
196608,196608,187695,217993
-196608,65536,-147565,52300
-196608,196608,-184466,189944
65536,-65536,87026,-58298
196608,65536,228076,81664
196608,196608,181500,184798
-65536,196608,-36508,200573
65536,-65536,53879,-59326
-65536,-65536,-78185,-35650
-196608,196608,-202925,214131
196608,196608,182160,161612
65536,-196608,84631,-201570
-65536,196608,-59330,175037
-65536,196608,-76945,209802
-196608,-196608,-180942,-175167
196608,-196608,190217,-194249
-196608,196608,-204228,190381
-65536,-196608,-64405,-195001
196608,65536,207372,70388
196608,-65536,205662,-80403
-196608,65536,-205045,37231
196608,-65536,216283,-113151
-196608,-65536,-201773,-36105
196608,196608,181396,208136
196608,-65536,162512,-57117
65536,65536,88371,94921
196608,196608,196896,167449
-65536,-196608,-60638,-236919
65536,65536,89825,74460
-196608,196608,-207696,203419
-65536,-65536,-97457,-105746
-196608,65536,-194987,73886
-196608,-65536,-189455,-74831
-65536,196608,-71641,177863
-196608,196608,-162380,188864
65536,-196608,7794,-253314
-65536,-196608,-39522,-210343
-196608,65536,-178233,49178
-196608,-196608,-185999,-183669
196608,-65536,119130,-69211
196608,-65536,226427,-50698
-196608,-196608,-220447,-255822
-65536,-196608,-77327,-216096
65536,-196608,61574,-183695
-196608,65536,-187146,58362
-196608,65536,-181757,85172
-196608,-65536,-175871,-107449
196608,65536,215557,82516
-65536,65536,-59662,50692
-196608,196608,-186948,179509
196608,-65536,171275,-42518
-196608,-65536,-214051,-38550
-196608,-196608,-175810,-172577
-65536,196608,-46091,243956
196608,-196608,213419,-167186
65536,65536,53588,47062
-65536,-65536,-44389,-62246
65536,65536,38566,57170
196608,65536,221630,112663
196608,196608,190549,222269
65536,196608,104652,192221
196608,-65536,161272,-45146
-65536,-65536,-24580,-94154
-196608,196608,-205003,202420
65536,196608,56722,174824
-196608,196608,-192083,157390
65536,196608,49346,214829
-196608,-65536,-198288,-44434
-196608,-65536,-213740,-54917
-65536,65536,-81819,61287
-196608,65536,-185300,36124
65536,65536,44597,38563
-196608,-65536,-214450,-88048
196608,-196608,164724,-202035
-196608,65536,-208312,90531
-196608,-196608,-166145,-171980
196608,-196608,176961,-234897
196608,-196608,179615,-212709
65536,196608,70040,179882
196608,-65536,187996,-124333
196608,-65536,248358,-52388
65536,65536,61761,59819
65536,65536,73322,62908
-196608,-65536,-174689,-34277
-65536,196608,-44062,198659
65536,-65536,70954,-75540
196608,-196608,192866,-183321
-196608,-65536,-149599,-40943
196608,196608,194291,203494
65536,-65536,55278,-49529
-65536,-65536,-80536,-68917
-196608,-65536,-236714,-67437
65536,-196608,84618,-193983
65536,65536,11001,48044
196608,196608,196475,183414
-65536,-196608,-70294,-164606
65536,-65536,117560,-18900
196608,-65536,154067,-28556
-196608,65536,-217537,34803
196608,65536,193447,32559
-196608,65536,-201196,37881
196608,-196608,183845,-193487
-65536,196608,-67417,131374
196608,65536,167354,51861
-65536,-65536,-57240,-32855
-65536,196608,-119454,219426
-196608,-65536,-197207,-77360
196608,-65536,182664,-75601
196608,196608,220212,209782
196608,-196608,237376,-174886
-65536,196608,-73225,184226
65536,65536,97836,60093
196608,196608,189266,183462
196608,65536,174169,34615
65536,65536,106085,60432
-196608,196608,-184513,189735
196608,196608,196711,167329
65536,65536,81496,80542
196608,-65536,202977,-54311
-65536,196608,-67144,212766
65536,-196608,34729,-214447
-65536,65536,-71819,19466
65536,-65536,80011,-54682
-196608,196608,-199459,181184
-65536,196608,-44579,175922
196608,-65536,205519,-94732
65536,-196608,45141,-203003
196608,65536,165970,102170
-196608,196608,-200259,184869
65536,-196608,53361,-221919
-196608,65536,-188797,80677
65536,-196608,48857,-192594
-65536,65536,-79829,16314
196608,65536,221066,80919
-65536,-196608,-62094,-147173
-65536,65536,-81857,5137
-65536,196608,-65126,167908
-65536,196608,-33510,130450
65536,-196608,72359,-198357
196608,-196608,210380,-173606
65536,65536,48065,67986
65536,65536,89375,97866
65536,-196608,119375,-177318
-65536,-65536,-83918,-26003
-196608,-196608,-224058,-169662
-65536,-65536,-61459,-74895
65536,-65536,85870,-63986
-65536,-196608,-67659,-216783
196608,-196608,172147,-201965
196608,-196608,194086,-195172
-65536,-65536,-51645,-67508
-65536,196608,-74990,227782
-196608,196608,-182504,188940
-65536,-196608,-38485,-218256
-65536,-196608,-59957,-216805
-196608,65536,-197257,80751
-65536,65536,-46274,32947
-65536,65536,-85419,60863
-65536,-196608,-87710,-165776
-65536,196608,-71727,203404
-65536,196608,-76960,194875
65536,-196608,46878,-197442
-65536,-196608,-23022,-220520
-196608,-65536,-146162,-85443
-65536,-65536,-73751,-70069
65536,196608,67666,202908
-196608,65536,-200971,87557
-196608,196608,-170886,198758
-65536,-65536,-35212,-34117
196608,196608,155330,233890
65536,-65536,76592,-47066
196608,-65536,166256,-37085
-65536,65536,-24699,42526
65536,65536,75761,38845
196608,-65536,177485,-53506
65536,-196608,59931,-227758
-65536,65536,-72248,58792
65536,-65536,77732,-47625
-65536,-196608,-41337,-163782
196608,-196608,169940,-202512
65536,196608,108242,181513
-196608,196608,-159315,204051
-65536,65536,-85866,40602
65536,-196608,67227,-200632
-196608,65536,-156874,65350
-196608,-65536,-167973,-66186
-196608,65536,-204429,67592
-196608,-196608,-177695,-215990
-65536,196608,4075,179723
65536,65536,67978,48184
-196608,196608,-211302,158981
65536,65536,69541,73475
65536,-65536,71262,-44757
196608,-196608,184425,-178113
65536,65536,75793,59439
-65536,-65536,-94670,-84372
-65536,-65536,-80993,-48249
-196608,-65536,-178997,-50697
65536,196608,24778,201658
-65536,196608,-44559,237120
-65536,-65536,-112265,-66150
-65536,-65536,-105747,-71502
-196608,65536,-208197,56250
-65536,65536,-58873,29284
65536,-196608,96316,-181248
-65536,65536,-64198,63086
-65536,-196608,-71262,-184765
-196608,-196608,-183147,-153829
65536,-196608,45309,-205683
-65536,196608,-62298,142307
65536,65536,37678,76709
65536,-65536,67454,-61661
-65536,-196608,-68552,-213620
-196608,-65536,-215288,-56309
65536,-196608,69369,-178351
196608,65536,200290,43551
-65536,-196608,-38236,-203607
65536,65536,28244,99834
65536,-65536,63770,-82296
65536,65536,47879,67084
-65536,-65536,-45335,-126489
196608,65536,214118,31119
65536,-196608,77332,-192950
65536,-196608,49189,-168087
-196608,65536,-176043,33902
-65536,-65536,-101074,-63804
-65536,-65536,-105839,-74262
65536,-65536,35903,-43400
-196608,65536,-197385,37252
65536,65536,81217,75525
65536,65536,-3584,50354
-65536,65536,-34815,70716
-196608,-65536,-193563,-63935
65536,-65536,29124,-71384
-65536,196608,-63191,207705
65536,65536,90910,66550
65536,196608,79458,193524
-196608,65536,-171081,57258
-196608,196608,-228340,198410
