TxI_fixed,TxQ_fixed,RxI_fixed,RxQ_fixed
-196608,-196608,-199789,-198740
196608,65536,220383,89897
196608,65536,194649,78015
-65536,65536,-41806,74463
65536,-196608,73803,-221765
65536,196608,70682,199141
-196608,-65536,-198268,-67808
-65536,-196608,-51263,-199006
196608,-196608,198264,-219519
-196608,65536,-210268,49596
-65536,65536,-79685,64539
196608,-196608,202799,-180278
-196608,196608,-209905,187954
196608,65536,195696,59675
65536,-196608,81028,-170507
-65536,65536,-61082,61186
196608,-65536,186026,-67423
-65536,-65536,-44874,-67225
-196608,-65536,-188579,-85253
-65536,65536,-50621,73915
-196608,65536,-229837,55969
-65536,196608,-60688,196167
-196608,-65536,-184267,-59024
-196608,196608,-171691,225075
-196608,-196608,-218059,-215919
196608,-196608,214283,-183932
65536,-65536,89633,-52805
-65536,196608,-95098,187255
65536,65536,72549,74321
65536,196608,74587,220691
65536,-196608,60744,-207818
65536,196608,58354,200147
-65536,-196608,-55749,-190676
-65536,-196608,-74548,-188780
65536,196608,62352,207881
-65536,65536,-53630,67973
-65536,-196608,-39832,-189084
-196608,196608,-188724,183251
-65536,-196608,-63580,-194205
196608,-65536,189041,-72516
65536,65536,50726,47514
-65536,-65536,-49276,-72997
65536,-196608,63287,-192659
-65536,65536,-48673,71922
65536,196608,60707,178020
196608,196608,187093,182867
-65536,65536,-59369,76155
-65536,-65536,-66658,-58089
196608,-65536,178942,-52536
-65536,65536,-38904,85581
65536,196608,56348,204490
196608,65536,210201,59457
-196608,-65536,-184271,-63853
65536,-196608,47079,-172283
-65536,196608,-80225,237119
65536,65536,61118,72322
196608,-196608,183923,-188760
-65536,-65536,-40236,-54901
-65536,196608,-68469,196957
196608,65536,209647,82591
-196608,-65536,-189081,-50764
-65536,65536,-61667,70729
-65536,65536,-64945,60876
-65536,196608,-47407,174323
-196608,-65536,-208699,-54803
65536,-65536,90834,-62417
-196608,-196608,-215471,-207419
65536,-65536,76989,-82094
-65536,-65536,-86128,-55843
65536,196608,60910,173143
65536,-196608,66903,-192217
65536,196608,58404,208970
65536,-65536,62874,-57478
-65536,-196608,-85861,-202334
196608,196608,182138,178299
-196608,-196608,-189306,-188006
65536,-65536,65971,-47943
-65536,-196608,-75655,-205001
-65536,-196608,-46130,-189180
-65536,-196608,-83413,-173432
-65536,-65536,-70835,-60570
65536,-65536,58126,-71352
-196608,-196608,-187595,-181355
-65536,196608,-64830,185800
-196608,196608,-198193,177584
-196608,-65536,-223634,-53632
-196608,65536,-183932,59584
196608,196608,193416,191970
-65536,-196608,-63841,-205795
-65536,65536,-76506,58607
-65536,-65536,-78810,-44976
-196608,196608,-174637,220971
-65536,65536,-91522,91840
-65536,-65536,-80985,-49561
-196608,-65536,-174912,-58703
-65536,-196608,-56146,-217597
65536,196608,60767,193860
196608,65536,214876,97142
65536,-196608,72084,-202992
65536,196608,68945,218797
65536,65536,68841,66343
-196608,-65536,-189790,-104782
-65536,-65536,-58125,-56150
65536,196608,97716,215164
65536,-196608,62680,-197326
-65536,65536,-67940,83605
-196608,65536,-214734,41095
65536,-65536,64775,-85840
-65536,196608,-38237,199610
-65536,-196608,-51109,-189616
196608,-65536,188641,-45656
65536,-65536,65976,-56173
65536,-196608,46538,-214100
196608,65536,182406,68658
-65536,65536,-63346,74339
-65536,196608,-72782,169142
65536,-65536,50228,-66175
65536,196608,72714,191690
196608,65536,195403,55942
65536,-196608,42565,-189299
65536,65536,35126,48688
-196608,65536,-204961,71645
196608,-65536,173333,-57337
-65536,65536,-92924,81418
65536,196608,82080,180145
-65536,-196608,-66968,-218666
65536,-65536,61646,-61449
-196608,-196608,-199369,-200803
196608,196608,179934,239144
196608,196608,202631,203327
-65536,65536,-67451,66388
-196608,196608,-207707,194075
-65536,65536,-74440,47686
-196608,-65536,-214596,-57273
65536,-196608,59583,-197768
65536,65536,62024,64388
-196608,65536,-202943,66920
65536,-65536,66344,-62294
196608,196608,195457,171120
-196608,65536,-193226,77802
-196608,196608,-182788,184204
-65536,65536,-56846,63513
-196608,196608,-182619,215452
-65536,65536,-77959,91613
-196608,-196608,-204061,-221528
196608,-196608,206186,-196165
196608,-196608,206448,-192609
196608,65536,186663,43444
-65536,196608,-56574,208369
-65536,-65536,-79363,-63832
65536,-65536,72586,-62691
-65536,-65536,-65921,-78982
-65536,-196608,-85824,-190557
196608,-196608,190247,-184324
-196608,-196608,-164628,-194743
-65536,196608,-62564,189077
65536,-196608,99247,-202998
-196608,196608,-217768,199838
-65536,196608,-54534,197323
-196608,196608,-233747,209868
-196608,65536,-196611,58498
-196608,-65536,-187358,-83391
