TxI_fixed,TxQ_fixed,RxI_fixed,RxQ_fixed
-65536,-196608,-78757,-184329
-196608,-196608,-182650,-208321
-65536,-65536,-59921,-50309
-196608,-196608,-185494,-204429
65536,-196608,52600,-199013
-196608,65536,-224125,59186
65536,65536,52714,48883
-65536,-196608,-55457,-173605
-196608,-65536,-165672,-64832
65536,65536,59243,81470
65536,65536,98887,80846
65536,-196608,77696,-210792
196608,-65536,176194,-47715
65536,196608,68673,203985
-65536,-65536,-52875,-80790
-65536,65536,-101080,72114
-65536,65536,-56092,50545
65536,65536,82721,89078
-65536,65536,-59691,77461
65536,65536,64632,64493
65536,-196608,63002,-178073
65536,-196608,62146,-219791
196608,-196608,179375,-207589
-196608,65536,-206683,61837
-65536,-196608,-71641,-163846
196608,65536,198271,49849
-65536,-65536,-73696,-90555
196608,196608,183872,175442
-196608,-65536,-185474,-52256
-196608,196608,-191177,187901
-196608,-196608,-204510,-198939
-196608,196608,-189189,207787
65536,-65536,58895,-67853
-65536,-65536,-64612,-62544
-65536,196608,-51247,204451
-65536,-65536,-74383,-71847
65536,-196608,48355,-199045
-65536,-65536,-67663,-61990
-196608,196608,-216589,209331
-65536,-196608,-69602,-208220
-65536,196608,-69649,152344
196608,65536,160504,75495
65536,65536,73312,79131
-196608,-196608,-199285,-193677
-196608,-196608,-179288,-192676
-196608,-65536,-193450,-73806
-65536,196608,-54756,203938
-196608,65536,-179169,78039
-196608,-65536,-198538,-64708
196608,65536,196596,102043
-65536,-65536,-88595,-88452
196608,-65536,214773,-63148
65536,65536,63401,48327
-65536,-65536,-80274,-52642
196608,65536,207448,42361
65536,-196608,33593,-216156
196608,196608,190317,187329
65536,-65536,78847,-61640
-196608,65536,-203023,56810
-196608,65536,-207129,56957
-65536,196608,-71634,193957
196608,196608,167154,193058
196608,196608,207093,218406
65536,-65536,63735,-55484
-65536,65536,-69527,60780
-196608,-65536,-200545,-34806
196608,-65536,196814,-58331
65536,-196608,75112,-210807
-196608,196608,-197371,200367
-196608,-196608,-216562,-188760
-196608,-196608,-188174,-206685
65536,-65536,72842,-80960
65536,-65536,68548,-64269
-196608,65536,-180851,60257
65536,-196608,65981,-174932
-196608,196608,-180322,207469
-196608,-196608,-175986,-205998
-196608,65536,-188075,71778
65536,-196608,54576,-178039
-65536,-196608,-67453,-217033
-65536,-196608,-47381,-211596
65536,65536,43589,65372
196608,-196608,190864,-196086
65536,-65536,60510,-66301
196608,-196608,183929,-201162
-196608,-65536,-183817,-70314
196608,-196608,202130,-190977
-196608,-65536,-207028,-48919
-65536,-196608,-56663,-203656
-196608,196608,-198929,232341
196608,-65536,183563,-36803
-65536,196608,-75983,216087
-65536,-65536,-59146,-56414
65536,-196608,79297,-167182
196608,65536,189475,61285
196608,-196608,204586,-208809
65536,65536,88715,57828
65536,196608,47088,181911
-65536,65536,-60324,67321
65536,65536,77709,69930
-65536,65536,-66930,68479
196608,65536,214754,65354
65536,196608,97758,198559
196608,65536,201640,90981
-65536,-196608,-68959,-187522
-196608,-65536,-182291,-52017
-196608,-65536,-184268,-62740
196608,-196608,159696,-220283
-65536,196608,-65576,170027
-65536,-196608,-71319,-166086
-196608,-196608,-190795,-204401
-65536,65536,-68374,56498
-65536,65536,-66784,69136
196608,196608,183958,204674
-196608,196608,-185844,206527
-65536,-65536,-41283,-39533
196608,196608,184186,218600
65536,-196608,45063,-208492
-196608,-65536,-196315,-51340
196608,-65536,196188,-71165
65536,65536,82695,63521
-65536,65536,-83549,49504
-65536,-65536,-73419,-90347
65536,65536,34063,65073
196608,65536,216757,51527
-65536,65536,-61864,79132
-65536,-65536,-72327,-69655
196608,-65536,177231,-61014
196608,-65536,178576,-45496
65536,-196608,71607,-218374
-65536,-65536,-81765,-76155
196608,65536,198132,68187
-196608,-65536,-166670,-60956
65536,-196608,60442,-180437
65536,65536,51447,78244
65536,196608,71134,198028
65536,-65536,47573,-61090
-196608,-65536,-171403,-60684
65536,196608,86105,175070
65536,65536,63130,63244
196608,-65536,183459,-61895
-65536,-196608,-71775,-189888
65536,65536,61203,51990
196608,-65536,202229,-84129
196608,65536,211843,62099
-65536,-65536,-80725,-36706
196608,196608,211422,184603
196608,-65536,205660,-48333
65536,65536,58095,88759
65536,-65536,49611,-64870
196608,-65536,198311,-75499
-196608,65536,-212136,73051
-65536,-65536,-50535,-62679
196608,-65536,180138,-78126
196608,65536,204634,55882
-196608,196608,-197789,203255
-65536,-196608,-73752,-182929
196608,-196608,195101,-201338
196608,-196608,212434,-197621
65536,-196608,48064,-186810
196608,-196608,190568,-199136
-196608,-196608,-207624,-200994
196608,65536,196042,54467
-65536,65536,-75570,54213
-65536,65536,-91446,104647
-196608,-65536,-212070,-68411
196608,196608,220608,216612
196608,196608,200224,221286
196608,-196608,199720,-199298
196608,-196608,192467,-191209
196608,65536,195851,67038
-65536,196608,-71835,172983
65536,-65536,73258,-88279
-65536,-65536,-64059,-64820
65536,65536,48372,59309
-65536,-196608,-61818,-168888
-196608,196608,-232639,193141
196608,-65536,202673,-36947
65536,-196608,44883,-203589
-65536,196608,-66944,224630
65536,-65536,48030,-58115
196608,-196608,196649,-188353
-196608,-65536,-188134,-73036
196608,-196608,218631,-188154
-65536,-196608,-88124,-171802
-65536,-196608,-51241,-198730
65536,196608,67458,191634
-196608,65536,-203212,61920
-196608,-196608,-185473,-172866
-65536,-196608,-68993,-184073
65536,-65536,76051,-44321
196608,-65536,182067,-60940
196608,196608,187332,197184
-65536,65536,-51708,71749
-65536,-65536,-43769,-49854
196608,196608,196095,192987
196608,196608,155762,216665
196608,196608,193691,201969
65536,-196608,66011,-231870
-196608,65536,-200019,78483
-65536,65536,-60607,46891
-65536,65536,-72525,78127
65536,-196608,77829,-183397
196608,-196608,179511,-191774
65536,-65536,83661,-57569
196608,-65536,219323,-49433
-65536,-65536,-78916,-72799
-196608,196608,-209996,208235
65536,65536,71554,82579
196608,-196608,179210,-170815
-65536,-65536,-72755,-81740
-196608,196608,-180451,202595
65536,-196608,76345,-210698
65536,196608,94554,181896
-65536,196608,-63033,201869
65536,196608,56585,197743
-65536,65536,-64785,82315
65536,-196608,63329,-201681
-196608,-196608,-198609,-198572
-196608,196608,-196957,199707
65536,65536,51882,52907
-65536,196608,-61400,186012
196608,-65536,175965,-49180
65536,-196608,55031,-204653
196608,-196608,194866,-179280
-65536,65536,-98648,74436
196608,-196608,207877,-219286
65536,-196608,35448,-188836
-196608,-196608,-186796,-188951
-65536,65536,-84481,71734
-196608,196608,-202542,194529
-196608,-196608,-189001,-210384
-196608,196608,-164396,216336
65536,65536,67243,64047
-65536,196608,-94590,183662
196608,-65536,210584,-58832
-196608,-196608,-200007,-207493
196608,65536,197632,51628
-65536,65536,-57361,60034
-65536,196608,-98147,186857
196608,-196608,196704,-209976
196608,65536,190604,77353
-196608,-65536,-178703,-67204
196608,196608,207263,214959
196608,-65536,172765,-78058
65536,-65536,84039,-90852
-196608,196608,-190021,198788
-196608,-65536,-219282,-38338
-65536,196608,-64719,204389
196608,196608,211773,243727
65536,65536,47745,70402
-65536,65536,-45349,68988
65536,-65536,43369,-97121
-196608,-65536,-208203,-59265
196608,-65536,182791,-63064
65536,-65536,85714,-71506
-65536,-65536,-72731,-67540
-196608,65536,-213648,64538
65536,-65536,72060,-68173
65536,-65536,75225,-34913
-65536,-196608,-55754,-202043
65536,196608,61560,199089
-196608,196608,-192878,190689
65536,65536,56007,77017
196608,196608,221151,199198
196608,-65536,213376,-69638
-65536,196608,-49666,168384
196608,65536,208245,69102
196608,196608,204224,192071
65536,196608,47301,195718
-196608,-196608,-187327,-213936
-196608,-196608,-194934,-175604
65536,-65536,84050,-52981
196608,196608,208440,217574
65536,-65536,73601,-48728
196608,196608,171927,205288
196608,-65536,195304,-82275
196608,-65536,188432,-38522
-196608,196608,-192910,183014
-65536,-196608,-71626,-200541
-196608,65536,-200652,75895
196608,-65536,203335,-54449
65536,65536,59203,73922
65536,196608,67318,190742
196608,-65536,174342,-74430
-65536,196608,-77734,233750
-196608,-65536,-186994,-66112
-196608,-196608,-214636,-198979
196608,-65536,214863,-75993
196608,-65536,210887,-61951
-65536,-65536,-69467,-62634
-196608,196608,-152664,196370
-65536,-196608,-47319,-191014
-196608,196608,-210519,222451
-65536,65536,-54601,56816
-65536,-196608,-64571,-195977
-65536,-65536,-76918,-75030
65536,-65536,49857,-61217
65536,-65536,80115,-73867
65536,65536,56774,57836
-196608,65536,-198101,44148
-65536,-65536,-79033,-64103
196608,-65536,185644,-59238
196608,65536,194748,92800
-196608,196608,-190919,203488
-196608,-196608,-234539,-203198
196608,-196608,196856,-216533
-65536,65536,-76470,47639
65536,65536,86087,46549
-196608,196608,-153484,224129
-196608,-65536,-201873,-61318
-196608,65536,-221846,56993
196608,196608,198321,182542
65536,65536,62526,52990
-65536,-65536,-36647,-74465
-65536,65536,-41113,84825
196608,-65536,209289,-65975
-196608,196608,-205206,175396
196608,-196608,206540,-162750
196608,196608,200491,179900
-65536,-196608,-62000,-205266
65536,196608,42701,215807
-65536,-196608,-49976,-190524
196608,196608,198188,189722
196608,-65536,195130,-83581
-196608,-196608,-205403,-210774
-196608,-196608,-208238,-209892
196608,-65536,201257,-65433
-65536,-65536,-91169,-62736
-196608,-196608,-185038,-198786
65536,-196608,50089,-197183
65536,-196608,35367,-212006
196608,65536,223307,69832
65536,196608,52961,215373
65536,-65536,54953,-67922
-196608,-65536,-179982,-68207
-196608,196608,-169433,197824
-65536,-65536,-88001,-49149
-196608,-65536,-210620,-78648
-65536,-196608,-78471,-175347
-196608,-65536,-182909,-59363
196608,65536,220628,65956
-65536,65536,-81366,83315
196608,-196608,217340,-213930
-65536,-196608,-75926,-188958
65536,-65536,70462,-59230
-65536,-196608,-84168,-210316
-65536,-196608,-67323,-189858
-65536,196608,-67164,200760
-65536,-196608,-70154,-199227
-65536,65536,-59895,78180
65536,-65536,50779,-73915
-65536,-196608,-78486,-192647
196608,196608,203025,194678
-65536,-65536,-45869,-74544
-65536,-65536,-65870,-58167
196608,-65536,203989,-68580
-196608,196608,-185499,175022
-196608,65536,-184438,39143
65536,196608,51563,208171
-65536,196608,-76923,178721
-65536,-65536,-75649,-61442
-196608,196608,-168345,197413
-65536,-65536,-58089,-70937
65536,-196608,72326,-167934
196608,-196608,201975,-193975
-65536,196608,-84891,207681
196608,65536,225011,69710
65536,-65536,72558,-68929
-196608,196608,-186011,196328
65536,196608,39664,217982
65536,65536,76961,81481
65536,-65536,60316,-36931
65536,196608,46152,199856
196608,65536,182631,52685
65536,-65536,47000,-71991
65536,-196608,46752,-214014
65536,65536,66423,76776
65536,196608,59868,188022
196608,-196608,201504,-241382
65536,-65536,90096,-29431
-196608,65536,-198506,57174
65536,-196608,32639,-205058
65536,-196608,61990,-172112
-65536,196608,-48048,178902
-65536,-196608,-66795,-179952
-65536,196608,-43125,187999
65536,-65536,72174,-84935
-196608,196608,-223547,221604
-196608,65536,-195002,79063
-65536,-196608,-61184,-183126
-65536,-65536,-49704,-60148
65536,196608,92201,205387
-196608,196608,-183306,178552
-196608,196608,-190153,198244
-65536,-65536,-55627,-79146
-196608,-65536,-199070,-85890
-65536,65536,-86973,71558
-65536,-65536,-64928,-48564
196608,196608,201961,190990
196608,-65536,178969,-68643
65536,196608,84977,179929
-65536,65536,-50802,65642
65536,65536,45434,76674
196608,196608,216623,208207
-196608,-65536,-201126,-57547
196608,-65536,185200,-74599
196608,-196608,212424,-206135
196608,65536,195860,77192
-196608,65536,-168777,77435
196608,196608,184110,194088
-65536,-196608,-90912,-202853
-65536,-65536,-69646,-48431
196608,196608,208173,191333
65536,-65536,51949,-54605
65536,-65536,46044,-67541
-196608,-65536,-193253,-80887
-196608,-196608,-218057,-172981
-65536,65536,-61042,67295
-65536,65536,-70528,55121
196608,-65536,203854,-85917
65536,-196608,45257,-215512
-65536,-65536,-46512,-71001
65536,-65536,62854,-37325
-196608,196608,-185419,188040
-196608,-196608,-182542,-175397
196608,-196608,179646,-198524
196608,65536,209537,48227
-65536,65536,-86419,58601
65536,-65536,45458,-84308
-65536,196608,-36755,184064
-65536,196608,-49243,183628
65536,196608,95924,168709
-65536,-65536,-70961,-43367
196608,65536,198109,68628
65536,-196608,73264,-206665
65536,-65536,65357,-62286
-65536,196608,-76470,184365
65536,196608,52405,157465
196608,-65536,199742,-22208
196608,196608,180974,199386
-196608,-196608,-212652,-205240
-196608,-65536,-190840,-93876
-196608,-196608,-198002,-218504
-196608,65536,-182874,89781
-65536,196608,-71763,218618
-196608,196608,-205126,207646
-196608,65536,-190401,49195
-196608,65536,-208508,87664
-196608,65536,-206252,72127
-65536,196608,-74599,206205
-196608,65536,-199681,72074
65536,-65536,91510,-87620
196608,65536,176432,47978
65536,-65536,84521,-73013
-65536,-65536,-54724,-56104
-65536,-196608,-42573,-216837
-65536,-65536,-19570,-68106
196608,-65536,217585,-68124
-196608,65536,-183043,77153
-65536,196608,-84770,206495
-196608,65536,-213991,50732
-65536,-196608,-60258,-175408
196608,-196608,171724,-213654
65536,196608,74555,212614
65536,-65536,34250,-73598
196608,-196608,213493,-194206
-196608,196608,-201322,199920
-65536,65536,-63681,68433
65536,65536,54569,75420
196608,65536,168786,71273
-196608,-65536,-178514,-54052
65536,-65536,85110,-58727
196608,196608,191457,178078
-65536,-196608,-55836,-192654
196608,65536,190880,57273
-196608,-65536,-192380,-81791
65536,-65536,76661,-69783
-65536,-196608,-57402,-193923
-196608,65536,-176957,69195
196608,65536,204212,81011
65536,-196608,65948,-177450
65536,196608,54378,201536
-196608,196608,-203620,204186
-65536,-196608,-53665,-195211
-196608,-196608,-218616,-185365
65536,196608,81741,203744
65536,-196608,61416,-197406
65536,65536,53540,97072
-65536,196608,-81637,188604
65536,196608,75418,217922
65536,196608,65321,176762
-196608,65536,-173326,77459
65536,-196608,47027,-175556
196608,-65536,188135,-93485
-196608,-65536,-197959,-63500
65536,65536,54518,76020
-196608,65536,-196518,69228
-196608,-196608,-191926,-191066
196608,-65536,203708,-63540
-196608,196608,-174536,180573
-196608,65536,-215709,100238
-65536,-65536,-60586,-72915
65536,196608,56056,202970
-65536,196608,-59234,187129
65536,-196608,71857,-229959
-196608,65536,-211071,51988
65536,196608,52330,175394
-196608,65536,-189110,81532
65536,-65536,65879,-74429
-196608,-65536,-199826,-73070
65536,65536,75178,49939
65536,196608,76259,197986
65536,196608,57775,186109
-196608,-65536,-209094,-50994
65536,196608,47043,201034
-196608,196608,-196118,188228
-65536,-65536,-86391,-53076
65536,-196608,66993,-196492
196608,-65536,214440,-65221
196608,65536,191428,44102
-196608,-196608,-204466,-197650
196608,65536,225885,70248
-196608,-196608,-174484,-177066
-196608,-196608,-207813,-207626
196608,-65536,198645,-32152
196608,-65536,201425,-57375
-65536,65536,-62552,43270
-196608,-65536,-170015,-77922
196608,-196608,197886,-175784
-65536,-65536,-62059,-47317
-65536,65536,-55444,65801
-196608,-196608,-179171,-194411
65536,65536,79266,48469
196608,196608,204493,215973
196608,-65536,173766,-80011
196608,-196608,189455,-184229
196608,65536,208616,85349
196608,-65536,200277,-64830
196608,-65536,208714,-51356
-65536,65536,-37881,92612
-196608,-196608,-213856,-192681
-65536,65536,-48861,62967
196608,-65536,191767,-66516
-196608,65536,-182901,54648
196608,196608,196004,185389
-196608,-65536,-165438,-59053
-65536,-196608,-63630,-199011
-196608,196608,-205994,201408
-65536,65536,-59383,43702
196608,-196608,201355,-197965
-196608,196608,-179930,211704
65536,65536,72102,49139
65536,196608,101806,196850
-65536,-65536,-67169,-92714
-65536,-196608,-66996,-215739
-65536,196608,-74386,208444
-65536,-65536,-64281,-70068
196608,65536,199994,92237
65536,-65536,69657,-59199
-65536,65536,-64551,73312
-196608,-196608,-205545,-212383
-196608,-65536,-209528,-71179
196608,-65536,191110,-76272
-65536,65536,-48808,49923
-196608,196608,-176725,206337
-65536,65536,-66664,78205
-196608,196608,-210406,202454
196608,65536,195418,53401
-196608,-196608,-165956,-191761
-65536,196608,-50897,168579
-65536,-65536,-57465,-46148
196608,196608,210715,177585
65536,65536,88112,49116
-65536,65536,-82430,67226
65536,196608,59791,199600
-65536,-65536,-73284,-66602
196608,-196608,205212,-212876
-196608,-65536,-194262,-48928
65536,196608,76619,171902
-196608,65536,-204036,43800
196608,-65536,216713,-67104
196608,65536,195592,47010
196608,65536,206786,83453
-65536,-65536,-48018,-82802
-65536,196608,-49195,219425
-65536,-65536,-60248,-50367
-65536,-196608,-53529,-178509
65536,65536,91059,93190
196608,65536,204134,66726
65536,196608,54844,181764
-65536,65536,-56992,64026
-196608,65536,-197154,57232
65536,65536,31128,55143
-196608,-65536,-189838,-63325
-65536,65536,-63827,60968
65536,-65536,82482,-76559
65536,196608,54544,193012
65536,-196608,43471,-188563
-196608,65536,-194136,79552
-65536,-196608,-59965,-220098
196608,-65536,197983,-69979
196608,196608,196911,194537
-65536,196608,-81197,179279
65536,-65536,63500,-67290
196608,-196608,191502,-194439
65536,65536,81256,73139
-65536,-65536,-59977,-64405
-196608,-65536,-200682,-78446
65536,-65536,90798,-36051
-196608,-65536,-200549,-53386
-196608,-65536,-188434,-57436
-65536,196608,-67982,211333
-65536,-65536,-41633,-61951
-196608,196608,-195335,215458
-196608,-196608,-194902,-195775
196608,65536,194558,65562
196608,196608,199488,205917
-65536,65536,-47958,88636
65536,65536,77931,87694
-196608,65536,-196197,74224
65536,196608,90468,204179
-196608,196608,-183815,206808
-65536,196608,-71957,211052
65536,-196608,45308,-177576
-65536,196608,-71618,193141
-196608,-196608,-190551,-177293
-65536,196608,-56784,201634
65536,196608,85453,206147
196608,65536,180568,85787
-65536,-65536,-71972,-54588
65536,65536,48278,78959
-65536,196608,-85155,190901
-65536,-65536,-74736,-43579
196608,-65536,201980,-55341
65536,-196608,76840,-194761
65536,-65536,51639,-49401
65536,-196608,53677,-158685
-196608,65536,-222690,48406
-65536,-196608,-62395,-208386
196608,196608,185879,235959
65536,-65536,89907,-59283
196608,196608,202613,199405
-196608,-65536,-199120,-67227
-196608,-65536,-206003,-47827
196608,65536,174705,103802
65536,-196608,45491,-206356
196608,65536,187491,64116
65536,-196608,55294,-201748
65536,65536,50894,76276
-196608,65536,-191082,83449
196608,-65536,204144,-41782
-196608,65536,-203329,76772
-65536,65536,-37178,102455
-196608,-196608,-222205,-205031
65536,65536,66388,53306
196608,-65536,193405,-44004
-65536,65536,-73606,67336
-65536,196608,-75760,176445
-65536,196608,-65638,191976
-65536,-196608,-68841,-192862
196608,-196608,190865,-206078
65536,196608,46504,181739
-65536,65536,-89248,62493
65536,65536,61308,49936
-196608,-196608,-202500,-187301
65536,-65536,62649,-94021
-65536,65536,-67128,66861
-196608,196608,-204265,204221
-196608,-65536,-199721,-66863
-196608,-65536,-209116,-49516
-65536,65536,-43204,45451
65536,-65536,53816,-75810
196608,-196608,191172,-201444
65536,-65536,54929,-55092
-65536,-196608,-76389,-193406
-65536,65536,-65175,96946
-196608,-65536,-198106,-77344
65536,196608,58803,176165
-65536,196608,-69690,222826
-65536,-196608,-76084,-217576
196608,-196608,202495,-186598
65536,65536,95653,51194
-196608,-65536,-209428,-95860
-196608,-196608,-190835,-202100
-196608,-196608,-195949,-183426
65536,65536,75334,47632
-65536,-65536,-55325,-57094
-65536,-65536,-62526,-54357
196608,-196608,196024,-215244
196608,-65536,190241,-68874
-65536,-65536,-76746,-42425
-65536,-65536,-66955,-56002
65536,196608,46711,192776
196608,-65536,187905,-59450
-196608,196608,-180388,186566
-196608,-65536,-195164,-49216
-196608,-65536,-183527,-49222
-196608,-65536,-175071,-63764
-65536,-196608,-68130,-193227
-65536,-196608,-62498,-211245
65536,196608,61113,176795
-196608,-65536,-208516,-71055
-65536,196608,-79501,195327
-65536,-65536,-53180,-49964
-65536,65536,-62479,79054
-196608,196608,-169547,199317
-65536,-196608,-51291,-179161
196608,65536,185893,51710
-196608,-196608,-184293,-180820
-196608,65536,-201079,53953
196608,65536,214440,83703
65536,65536,58409,65340
65536,196608,50113,167325
-196608,196608,-208269,207308
-196608,-196608,-207521,-184745
-196608,196608,-208921,189917
196608,-196608,188217,-202049
-65536,-65536,-52982,-67874
196608,-196608,222928,-224820
-65536,-196608,-85029,-231261
-65536,196608,-47020,215682
65536,-196608,58536,-208684
196608,196608,201706,223796
196608,-196608,172368,-176526
-196608,-65536,-188929,-42570
196608,196608,167222,187078
-65536,196608,-60936,173038
-65536,-65536,-61766,-81463
196608,196608,199407,190066
65536,-196608,54766,-231386
65536,65536,73589,58569
-196608,196608,-190877,193653
-196608,65536,-199685,46567
-65536,-196608,-55691,-211856
196608,-65536,195207,-68769
-65536,196608,-57787,201829
-65536,65536,-67381,52482
196608,-65536,199784,-61253
-65536,-65536,-57114,-63531
-65536,196608,-71367,197295
65536,65536,47455,55981
-196608,196608,-192562,177068
65536,-196608,82966,-171748
-196608,-65536,-192224,-56299
-196608,65536,-191946,80274
-196608,196608,-197226,195382
65536,-65536,76367,-67940
196608,196608,193883,203798
-65536,65536,-72188,38650
196608,-196608,212805,-212942
196608,-196608,188833,-208299
-196608,-196608,-183573,-203269
-196608,196608,-180401,183717
65536,-65536,73842,-60659
65536,-196608,47229,-195414
-65536,-196608,-65138,-176197
196608,-196608,193648,-160357
196608,-196608,189339,-215114
-65536,65536,-63444,67695
-196608,65536,-185336,67669
65536,-65536,58816,-65744
-65536,65536,-68047,49639
196608,65536,193075,52095
-65536,65536,-48480,69059
-65536,196608,-69304,182755
196608,65536,178519,67870
196608,196608,173550,193004
65536,196608,70852,198684
65536,65536,54389,51566
196608,196608,206408,198916
65536,-196608,46028,-209518
65536,-65536,57639,-63181
65536,65536,46037,85164
196608,65536,202977,69361
-196608,-65536,-187100,-60819
-196608,65536,-191646,77512
65536,65536,49622,44968
-196608,-65536,-207537,-40346
65536,196608,68970,181139
-196608,-196608,-221341,-183717
-196608,196608,-200142,207553
-65536,-196608,-43307,-209829
65536,-65536,62899,-50751
-196608,196608,-218422,203903
-196608,196608,-205509,224304
-65536,-196608,-74778,-193774
-196608,-196608,-165243,-198199
-65536,-196608,-41127,-204151
-196608,-196608,-185897,-222156
-65536,65536,-70564,60873
-65536,-65536,-47942,-69579
196608,-196608,179998,-192768
65536,196608,81312,175753
196608,196608,210207,193105
65536,196608,63318,205053
-196608,-196608,-179914,-186709
65536,-65536,58982,-92790
196608,65536,178069,75888
65536,-196608,79867,-200221
196608,-196608,195359,-199319
65536,65536,74355,30886
-196608,-65536,-169924,-43649
-196608,-196608,-207192,-194017
65536,196608,63435,174166
65536,196608,88538,202106
-196608,-196608,-186808,-191560
65536,-65536,55281,-47620
-65536,196608,-79531,192070
-196608,196608,-204347,196784
-196608,65536,-207429,56116
196608,-65536,200086,-56773
196608,-196608,197757,-208089
-65536,65536,-61444,52450
65536,65536,53214,64542
-65536,65536,-66574,47572
65536,-65536,35411,-42058
196608,-65536,198733,-37293
65536,-65536,82761,-72183
196608,-196608,175729,-216928
-196608,-65536,-189524,-60603
-196608,65536,-205562,58471
65536,196608,77296,213822
196608,-196608,198933,-208143
-65536,-196608,-59605,-188629
196608,-196608,197558,-194938
196608,65536,216074,55626
196608,-65536,201699,-62018
-196608,65536,-206945,78410
196608,196608,198055,197881
65536,-65536,60130,-64110
-196608,196608,-194228,183818
-196608,-196608,-202759,-179840
-196608,-196608,-206526,-181301
196608,65536,199528,59520
-65536,-65536,-64718,-67357
196608,-196608,212200,-175884
196608,65536,190527,48924
-65536,196608,-94564,205463
196608,65536,191276,57350
65536,-65536,41702,-39480
-65536,-65536,-59445,-64606
65536,-65536,41006,-47066
65536,-196608,51052,-207765
-196608,65536,-201918,47240
-196608,196608,-173982,193175
-65536,-65536,-81258,-61687
196608,65536,196790,58052
65536,-196608,74035,-185496
196608,196608,218356,193531
65536,196608,76934,166106
-196608,196608,-180578,204709
-196608,-196608,-183942,-209541
-196608,-65536,-214327,-70835
-65536,-196608,-60265,-173848
65536,196608,77973,222587
196608,65536,182591,57103
65536,196608,57040,205075
196608,65536,184838,57443
196608,-196608,207930,-200812
196608,-196608,195593,-205485
65536,-196608,60834,-221877
-196608,65536,-215390,66929
-65536,-196608,-66524,-192385
-65536,-65536,-73854,-75369
-196608,196608,-193042,212549
-65536,-65536,-82285,-71926
196608,65536,199215,56198
-65536,-196608,-71969,-188892
65536,196608,47228,174001
-196608,-196608,-216058,-183321
-196608,-196608,-213856,-202502
-196608,196608,-199633,211105
-196608,196608,-194835,215485
65536,-65536,69490,-56155
196608,-65536,201115,-77435
196608,-65536,185492,-83866
196608,-65536,212118,-86551
-65536,-65536,-72017,-49374
196608,65536,203205,63561
-65536,65536,-67942,56755
65536,-196608,71040,-198544
-65536,-196608,-68677,-180772
196608,-65536,202376,-54124
-196608,-196608,-196716,-190182
65536,65536,77462,74884
196608,65536,184611,68176
196608,-196608,170671,-192181
196608,-65536,182344,-62297
65536,65536,81200,65535
-196608,196608,-198873,207648
-196608,196608,-195259,201902
-196608,-196608,-212048,-209514
196608,-65536,197569,-57786
-65536,-196608,-80525,-192985
196608,-65536,183774,-56576
-196608,-65536,-202506,-67063
65536,196608,72059,208503
-65536,65536,-57449,64636
-65536,65536,-57051,76144
196608,-196608,173336,-203297
65536,-196608,65438,-202283
-65536,-65536,-68420,-56713
-196608,65536,-219061,60674
196608,-65536,196842,-33212
196608,196608,192938,204909
-196608,196608,-189112,196973
-196608,-65536,-195417,-53521
-196608,-65536,-204658,-72580
-65536,-65536,-51970,-52010
65536,-65536,32985,-52417
-65536,-65536,-66478,-47166
65536,196608,39697,190148
196608,196608,183240,178690
65536,196608,73227,187667
-196608,-196608,-215280,-200735
-65536,196608,-86400,221040
-196608,65536,-161702,97702
196608,65536,176689,70587
-65536,-65536,-41349,-65398
-65536,196608,-68060,191480
-196608,-65536,-204299,-53451
-65536,-65536,-57230,-33464
-196608,65536,-177021,91706
65536,65536,48741,82212
196608,-65536,189131,-49075
-196608,65536,-184198,77733
196608,-65536,200828,-66229
-65536,-65536,-49388,-76330
196608,-65536,204157,-65841
196608,-196608,223106,-190419
196608,65536,199225,44234
-65536,65536,-62286,63295
65536,196608,70251,184505
65536,65536,63448,80393
65536,196608,77964,188552
-196608,-65536,-193134,-60726
-196608,-196608,-185058,-206866
-65536,-65536,-51695,-42123
65536,-65536,71815,-90459
196608,-65536,203960,-58563
65536,196608,50730,177891
-196608,-196608,-204673,-204072
-65536,-65536,-53177,-62514
65536,196608,86398,200350
-196608,-65536,-225044,-62176
-196608,-196608,-204930,-194384
196608,-65536,196954,-74942
65536,-65536,52651,-67940
196608,65536,184555,66000
65536,196608,72496,199471
-65536,-196608,-42362,-197571
65536,196608,35761,207300
196608,65536,194110,66905
196608,-65536,203397,-62586
-196608,-196608,-185175,-202216
65536,-196608,70213,-212031
65536,196608,91348,198865
-65536,-65536,-65112,-47842
-196608,65536,-177382,72040
196608,-65536,187136,-77516
65536,196608,66386,208547
-196608,-196608,-214379,-201519
-65536,-196608,-52334,-186135
-196608,-65536,-198373,-70940
65536,-65536,70780,-60359
65536,-65536,60944,-73134
-65536,-65536,-56942,-72761
-65536,65536,-59712,42583
-65536,65536,-80112,73040
196608,65536,182880,70961
-196608,65536,-197015,71785
-196608,196608,-186942,200643
-196608,-196608,-169309,-207778
196608,-196608,201048,-182453
-196608,196608,-181843,211156
-65536,196608,-89171,185057
-196608,65536,-167110,73334
196608,-65536,205484,-52714
196608,-196608,195881,-203497
-196608,196608,-199022,192270
196608,-65536,180383,-57709
196608,65536,184573,43403
-196608,196608,-168612,180657
196608,-196608,182115,-211112
196608,-196608,181833,-222932
-196608,-196608,-206899,-180709
-65536,196608,-83094,167473
-65536,-196608,-65312,-191580
196608,65536,212565,77431
65536,-196608,56590,-200910
65536,65536,45411,55742
-196608,-196608,-192331,-193196
