TxI_fixed,TxQ_fixed,RxI_fixed,RxQ_fixed
-196608,-196608,-89777,-280600
-196608,-65536,-207866,-115354
-196608,196608,-300576,311075
196608,-196608,59916,-242813
196608,-196608,160785,-266229
-196608,-65536,-208164,-46871
-65536,65536,10342,59097
-65536,196608,-14908,185197
-65536,65536,-52269,147739
-65536,65536,-117449,97572
65536,-65536,9484,-96456
196608,-65536,211434,-90300
196608,196608,237274,167287
-196608,65536,-173746,116568
65536,-196608,5178,-214585
-196608,65536,-158648,-39076
-196608,-65536,-171760,-68355
196608,-196608,134146,-286278
65536,-196608,19779,-69180
-65536,-65536,-25369,-121873
196608,-196608,182927,-206051
65536,65536,158247,80599
65536,-65536,94772,-82376
196608,196608,168218,179688
196608,-65536,196013,-40927
-196608,196608,-192910,285647
-196608,196608,-239102,241384
-196608,-65536,-249848,20720
-65536,-65536,-24617,-126596
196608,196608,245921,215123
65536,196608,100760,205665
196608,-196608,285011,-176125
65536,-65536,33929,14753
-65536,-65536,32141,-78417
196608,-196608,144048,-220265
65536,-65536,6456,-34384
65536,-196608,-37140,-300348
-196608,-196608,-222616,-210426
-65536,-65536,-94923,-73365
196608,65536,227291,11842
-196608,196608,-182379,258277
-65536,-65536,-135134,-127507
-196608,65536,-219520,57609
196608,-196608,174937,-179505
65536,65536,-38074,144496
196608,-65536,139380,-66152
-65536,-65536,-110505,-10921
196608,65536,280245,106409
-65536,-65536,-54367,-58334
-196608,196608,-157977,133046
-65536,65536,-152966,-18157
65536,-196608,135206,-190394
65536,65536,141442,33875
65536,65536,-51047,119166
-196608,65536,-237756,109049
-65536,65536,-36613,54766
-196608,-196608,-159015,-264149
196608,-196608,157025,-166812
196608,-196608,178785,-255995
196608,65536,161757,21287
196608,196608,203050,139469
65536,196608,135379,188528
-65536,-196608,-110518,-128339
65536,196608,123924,196314
-65536,196608,-111139,170751
-65536,196608,-114986,107604
-196608,196608,-148851,228819
196608,196608,250394,151079
-65536,-65536,-15865,-58680
196608,-196608,119845,-217273
196608,65536,169425,114435
196608,196608,244621,187435
65536,-65536,67960,-68974
196608,65536,133969,93874
-65536,-65536,-38798,57382
65536,196608,23834,248440
196608,196608,301300,191439
-196608,196608,-106482,196795
196608,196608,231851,165988
196608,65536,276009,10113
65536,65536,69316,33289
-65536,-65536,-20881,-110583
196608,-196608,282818,-158491
65536,196608,79858,134115
65536,-65536,50648,12243
-65536,-65536,-164983,-21662
65536,-65536,60686,-64340
-65536,196608,-17498,196627
-196608,196608,-141440,164096
196608,-65536,226033,-49779
65536,196608,33957,260087
-196608,-65536,-311935,-106558
65536,65536,36645,-23922
65536,196608,47781,237634
-196608,65536,-214864,84459
65536,-196608,101622,-261960
65536,196608,181380,153822
-196608,-196608,-189401,-246728
65536,-65536,52892,-107805
-65536,196608,-80659,177724
65536,196608,72793,181058
196608,196608,148286,158641
65536,-196608,72548,-240839
196608,-196608,222908,-209955
196608,-65536,208841,-55753
65536,65536,92229,47083
-196608,65536,-171303,133132
-65536,-196608,-168908,-166966
-65536,196608,-28381,103798
65536,65536,26389,96090
-196608,65536,-260539,100863
-196608,-196608,-261041,-221970
-65536,-65536,-40243,-152766
-196608,-196608,-209593,-196137
65536,-196608,-32590,-197058
65536,196608,93425,131171
-196608,-196608,-280594,-281272
65536,196608,73693,191500
196608,-65536,210522,-79134
-65536,196608,-13872,172265
65536,-65536,169479,-70402
-196608,-65536,-276223,-129872
-65536,-65536,-68597,-90903
65536,-196608,49415,-165494
-65536,196608,-40231,176191
-196608,65536,-184026,-32007
196608,-196608,176041,-224185
196608,-65536,170886,-127969
65536,65536,402,81121
196608,-196608,254240,-178007
65536,65536,92326,-31237
-65536,-65536,-11994,-21255
65536,65536,47428,651
65536,65536,27216,156498
65536,-65536,2627,-68382
196608,65536,217547,-7178
65536,-196608,4875,-263231
-196608,65536,-88757,85844
65536,196608,-10752,173780
-65536,-196608,-49571,-202247
-196608,65536,-105198,159625
-65536,196608,-30585,155814
-65536,196608,-55287,200106
-65536,196608,-122037,279441
-196608,65536,-277220,81318
-196608,-65536,-151683,-159265
196608,196608,284476,226092
-196608,-65536,-222210,-133385
65536,-196608,-917,-114535
-65536,-65536,-208945,-113542
196608,-65536,139390,107705
-196608,-65536,-203239,20070
-65536,-65536,27757,-112010
-196608,-65536,-157338,-64368
196608,-196608,214407,-152641
-196608,-196608,-219951,-150889
-196608,-65536,-230630,-39730
-65536,-65536,16469,7515
65536,196608,77247,189434
-196608,-196608,-319273,-218002
196608,65536,157314,45300
-196608,-196608,-246676,-146531
-196608,65536,-228477,86841
65536,196608,98376,213601
-65536,-65536,-71804,-19142
196608,196608,192124,76950
-65536,-65536,11092,-47447
-65536,-196608,-106167,-183857
-65536,-65536,43221,31822
-196608,65536,-235772,-23642
65536,65536,70740,156382
-196608,196608,-213013,201007
196608,-196608,203808,-168080
65536,65536,91473,163309
-65536,196608,-40226,229323
65536,-196608,21599,-173251
196608,-196608,131097,-182473
-196608,196608,-50573,168402
-196608,65536,-224844,63874
-65536,65536,-24744,23793
-196608,196608,-290397,194008
-196608,65536,-212921,-70742
196608,196608,189187,221638
65536,65536,93120,58434
-196608,65536,-355435,45922
196608,196608,206301,209429
196608,196608,129532,112974
-65536,65536,-46614,178089
196608,196608,136149,190613
-65536,65536,-115445,57027
-196608,-65536,-212571,-121857
-65536,-196608,-126929,-195211
196608,-196608,168865,-115693
65536,65536,-4085,125971
65536,-196608,-41411,-146760
-196608,65536,-137221,97413
-196608,196608,-272219,175691
65536,-65536,55112,-150138
-65536,-196608,-21612,-208337
-196608,-196608,-232484,-210369
196608,196608,148468,257794
-196608,-65536,-183409,-47486
-65536,-65536,-316,28526
-196608,-65536,-264826,4325
196608,196608,187848,169976
196608,-196608,95535,-301335
196608,-196608,173669,-115774
-65536,-65536,-63541,13770
-65536,196608,-115395,116903
196608,196608,169947,284657
196608,196608,114452,218901
-65536,-65536,-61039,-56162
-65536,196608,-3947,290814
-65536,-65536,-129543,12913
65536,-65536,29209,-27537
-65536,-65536,-36218,-37929
196608,65536,267321,101496
65536,-65536,-21576,-88875
-65536,196608,-75383,193393
196608,65536,213126,12895
-196608,-196608,-202562,-216037
65536,-196608,-78960,-217997
196608,196608,225841,159544
-196608,196608,-107970,204586
196608,196608,203414,177707
-65536,196608,-125691,225908
-65536,65536,-95472,-29110
-196608,196608,-93352,189995
-65536,-65536,-12449,-57861
196608,-196608,233947,-214730
-196608,196608,-175815,186551
196608,-65536,158037,-158019
196608,196608,184907,217405
196608,-65536,192062,-27755
-65536,65536,-33474,94329
-65536,-196608,22494,-136009
196608,-196608,261852,-184851
65536,65536,-17271,93462
196608,-65536,209676,-56430
196608,196608,239591,236720
-196608,-65536,-160504,-157551
196608,-196608,159899,-248739
-65536,65536,104473,158115
-196608,65536,-271113,-78005
65536,-65536,2343,-73714
-196608,-65536,-182980,2854
65536,65536,189030,60095
-196608,-196608,-245391,-220236
-196608,196608,-212116,204158
65536,196608,128385,176007
-65536,-65536,-66578,-63736
-65536,65536,-85057,25668
-65536,65536,-32537,130216
-196608,65536,-180709,148569
196608,-196608,256724,-204390
-196608,-65536,-121264,-146424
196608,-65536,214518,-96097
196608,-65536,213628,-76270
-65536,-196608,-53045,-167115
196608,-65536,225144,-124343
-196608,196608,-193389,151735
-196608,-65536,-196643,-35743
-65536,-65536,4275,-10760
65536,-65536,153986,-101800
-196608,-196608,-284558,-274388
196608,196608,197193,388203
-196608,196608,-236786,242306
-196608,65536,-214750,49959
-196608,65536,-173125,116235
65536,196608,104591,189347
196608,-65536,190067,-14946
-65536,-65536,-177160,-56237
-196608,-65536,-252909,-60211
196608,-196608,248910,-203234
196608,-65536,36732,-149976
-65536,-196608,3738,-83540
-196608,196608,-166200,141679
65536,-65536,142321,-144880
196608,-65536,185024,-77954
-65536,65536,-185798,9444
65536,196608,90643,193591
196608,-65536,270971,-25412
-196608,-196608,-142660,-138542
196608,196608,157947,244139
65536,65536,70598,47705
65536,196608,34450,199501
-196608,-196608,-244404,-172812
-196608,65536,-140871,-37013
-65536,-196608,-135400,-163320
-196608,196608,-248753,111589
-65536,65536,-129945,184569
65536,-196608,-21405,-220207
65536,196608,74078,185822
196608,-196608,264370,-241513
196608,-65536,185822,-102288
-65536,196608,-153381,329278
-196608,65536,-147606,120397
-196608,65536,-98264,-24844
196608,-65536,158906,22219
65536,-196608,37617,-126994
-65536,-196608,-35452,-213014
65536,65536,160156,83429
65536,-196608,35209,-197480
-196608,196608,-274343,311688
-65536,196608,-28699,150153
65536,65536,112153,74054
196608,196608,196966,171630
196608,65536,164047,-18067
-196608,-196608,-138596,-68748
196608,-196608,227414,-265540
196608,-196608,151778,-183766
65536,-65536,68400,-167088
196608,65536,117750,42254
196608,196608,236623,221226
65536,-196608,50237,-244723
-196608,-65536,-222027,-31302
-196608,196608,-198526,180912
-65536,196608,-63184,264287
196608,196608,248818,276053
65536,-196608,100020,-230839
-65536,196608,-74661,201085
-196608,65536,-152056,76239
-196608,-65536,-173229,-29403
65536,196608,40648,197447
-65536,196608,-72812,207705
-65536,65536,-74183,51336
65536,196608,95013,203331
65536,-196608,44124,-120886
-65536,-196608,-88312,-158916
-196608,-196608,-81751,-155697
196608,196608,251432,238792
-196608,-65536,-240981,-74509
65536,-65536,98845,-46936
-65536,196608,-58631,133299
-65536,-65536,-42693,8486
196608,-65536,204620,-227893
-65536,196608,3868,191524
196608,-196608,216771,-130048
-196608,196608,-200230,117040
-196608,-196608,-135807,-173285
-65536,-196608,-51926,-236324
-65536,-65536,-58449,-87052
65536,-65536,83856,-10350
65536,-196608,60075,-185053
-65536,-196608,-64998,-315292
-65536,-65536,-99764,-122500
-196608,65536,-240431,122437
-65536,-196608,-123792,-170417
65536,-196608,-15672,-94622
-196608,-196608,-247931,-98443
196608,-65536,186441,-85503
65536,196608,71552,342646
65536,-196608,49709,-195180
-196608,-196608,-334039,-252770
196608,-196608,288469,-233574
65536,196608,128921,64951
-65536,196608,-39530,290361
65536,-196608,176819,-103570
-196608,-196608,-253627,-255853
-196608,65536,-86484,52241
-196608,196608,-252918,202186
65536,65536,79464,9509
196608,-196608,122293,-299000
-65536,-196608,-64679,-208880
-196608,-196608,-174079,-215340
196608,-196608,187583,-219268
-65536,-65536,-23889,-52543
-196608,-65536,-190832,17862
-65536,-65536,-96014,-83218
-65536,65536,-98604,75480
196608,196608,243917,239013
-65536,-196608,-103675,-164279
-196608,196608,-143204,160763
196608,-65536,267941,-59913
65536,-196608,-31816,-164665
65536,-196608,131631,-262436
196608,65536,316813,139251
65536,196608,80238,280127
-65536,65536,-30586,23369
-196608,-65536,-136109,-54237
-65536,196608,-81608,234078
196608,-65536,207242,-97367
-196608,65536,-273278,93633
196608,65536,204696,75060
196608,-196608,225668,-282246
196608,196608,226721,223395
-65536,196608,-3379,132426
-196608,-196608,-241810,-141815
-196608,196608,-227680,157450
-196608,-65536,-86024,-74945
-65536,-65536,-74306,14522
65536,65536,77206,94495
-65536,-65536,-69445,-128512
-65536,196608,-113473,137398
196608,-196608,291324,-231571
-196608,65536,-227394,88559
-196608,-196608,-262374,-175705
65536,65536,39240,16350
65536,65536,-51243,-2559
196608,-196608,158612,-180180
-196608,-65536,-253088,-76146
65536,-65536,101557,60316
65536,-65536,26249,-63401
-196608,-65536,-144814,40307
-65536,-196608,16051,-264888
65536,196608,111110,104827
-196608,65536,-209174,190
65536,-196608,73769,-127234
196608,-65536,107641,36915
65536,-65536,57731,-111168
-196608,-196608,-246806,-223477
65536,65536,106043,-2662
196608,-196608,346702,-302299
196608,-196608,225767,-154696
65536,196608,-50627,209619
65536,-196608,44462,-195996
196608,196608,203754,114929
196608,65536,201704,161211
-65536,-196608,-108171,-225974
-65536,-196608,-51226,-165476
196608,-65536,124121,-150395
65536,-196608,10410,-207723
-196608,-65536,-158932,-48537
65536,-65536,6282,-46454
65536,-65536,96935,-56514
-65536,65536,-145430,94386
-65536,196608,37424,130654
-65536,-65536,-110707,-54021
196608,-196608,183559,-189971
196608,-196608,215896,-183092
65536,-65536,32554,-61315
65536,-65536,73902,-139815
-196608,-196608,-163042,-273488
65536,-65536,121578,-194716
65536,196608,111712,244303
-65536,196608,-75559,244893
-65536,65536,-74090,114749
-65536,-65536,71511,-47638
-65536,65536,-10120,-58910
-65536,65536,-119315,5638
-196608,65536,-190775,75478
-196608,-65536,-216160,-57630
-196608,65536,-204503,52541
-65536,196608,-137265,218131
196608,65536,172576,66216
-65536,196608,40150,203654
-65536,196608,-31753,159325
-196608,-65536,-341942,-8246
-65536,65536,5447,40405
-196608,-65536,-133039,-143166
-65536,196608,-86497,151628
65536,-196608,107381,-216937
196608,65536,146471,123526
196608,-65536,169173,-68002
-196608,-196608,-109183,-207468
65536,65536,49683,-7311
196608,65536,87528,111361
-196608,-65536,-200301,-103571
-65536,-196608,-70121,-202444
-65536,-65536,4377,20818
65536,65536,66372,95217
196608,65536,172013,-29456
-65536,196608,-4568,93375
-196608,65536,-189561,61784
-65536,65536,-109292,-5215
-65536,-196608,1846,-158772
196608,-196608,207906,-194142
196608,196608,196779,206257
-196608,196608,-186229,155377
65536,196608,3073,298200
65536,-65536,34753,100300
-65536,-65536,-65327,-81789
-196608,196608,-207965,217204
65536,-65536,139769,-59853
65536,65536,78219,50386
-65536,196608,-15661,148065
-196608,196608,-196060,133311
65536,-65536,127160,-131787
196608,-196608,219800,-172966
196608,196608,197391,166290
-65536,-65536,-66311,-215953
-65536,-65536,-121218,-39583
-65536,-196608,-35963,-198840
-65536,196608,-67882,275173
65536,-196608,36250,-174840
-196608,65536,-132057,-20730
-65536,-196608,-138473,-326687
-65536,-196608,-90184,-238582
65536,-65536,125493,-102005
-65536,-196608,-47128,-141584
-65536,65536,-68328,65018
-196608,-65536,-181965,603
196608,65536,207075,-11754
-65536,-196608,-154018,-140295
65536,65536,45160,107598
-196608,65536,-102300,-52207
65536,-196608,27071,-119447
-196608,-196608,-215178,-191156
-196608,-65536,-228206,-42664
-65536,-65536,-70612,-115994
-65536,196608,-99555,271006
-65536,-65536,-37140,-134718
196608,-196608,208119,-148064
196608,65536,241737,113410
65536,65536,4224,8703
-65536,-65536,-85391,50174
196608,-65536,183439,-52029
-65536,-196608,-38954,-158460
196608,65536,150332,-23556
196608,196608,250027,320156
-196608,196608,-127393,125168
-65536,-65536,-123227,-5744
-65536,196608,-94173,138573
196608,-196608,165575,-232720
-65536,196608,88037,242624
196608,-65536,171528,-5589
-65536,-196608,32336,-270774
-196608,65536,-270503,129154
-65536,-196608,-123272,-135644
-196608,-65536,-236664,-120256
65536,-65536,16199,27729
-65536,196608,-81165,111615
-65536,196608,-106886,160159
-65536,65536,-113336,93481
-196608,65536,-129023,15739
-65536,-65536,5860,-50145
-65536,-65536,-10154,-51472
196608,-65536,227178,-76450
65536,65536,70947,114098
-196608,-65536,-225605,-78859
196608,65536,141001,79044
-196608,-65536,-175431,1349
196608,-196608,128139,-150480
65536,-196608,7551,-150752
196608,-65536,263869,-132579
-196608,-196608,-85725,-165992
-65536,65536,-42591,14285
-65536,196608,-986,121851
65536,-196608,51193,-200791
-196608,196608,-274648,143852
-196608,-196608,-160894,-150484
-196608,65536,-163396,113056
65536,-196608,69717,-307607
-65536,-196608,-79676,-244931
196608,-65536,252743,-150700
65536,196608,8029,169618
196608,196608,151466,223163
-65536,65536,-124349,51401
65536,65536,70493,31130
-65536,196608,-129003,272460
196608,-65536,156689,-200001
-196608,-65536,-237782,6623
-196608,196608,-211812,164854
196608,-196608,109835,-201165
-196608,196608,-191520,165842
196608,-196608,269375,-106596
65536,196608,73441,124793
65536,-196608,155456,-195923
65536,-65536,143361,-34765
-196608,196608,-151235,102622
-65536,65536,-61179,11869
-196608,-196608,-195295,-205253
-196608,-65536,-152048,-117264
-65536,65536,-88386,17955
-65536,-65536,-175362,-85947
-65536,-196608,-36833,-158712
-65536,196608,-131522,176614
-196608,-65536,-252739,-2621
196608,196608,196621,138399
65536,196608,59986,123571
196608,-65536,114228,46847
-196608,-65536,-186953,-103921
-65536,-65536,-9172,-142014
65536,196608,-291,94977
65536,65536,139772,128257
196608,-196608,105588,-216520
-196608,65536,-73084,50735
-196608,196608,-220601,187320
-196608,-65536,-188113,-6441
65536,-65536,-44845,-76010
196608,-196608,192983,-59856
65536,-196608,78866,-188804
65536,65536,60509,127480
-65536,65536,-98386,112514
196608,-196608,141386,-198734
-65536,196608,419,162364
-196608,65536,-194811,84903
65536,-65536,155423,-35777
196608,-65536,165893,-98941
-196608,196608,-221974,206312
196608,-196608,244190,-124488
65536,65536,-29148,186296
196608,-65536,125815,-15692
-196608,-196608,-132581,-87935
-65536,65536,-133906,28818
65536,196608,-40587,237556
-65536,-65536,43474,12553
65536,196608,-15779,144316
-196608,196608,-185867,168279
65536,196608,69566,297997
-65536,65536,-229507,8649
65536,196608,49941,118367
-196608,65536,-170448,154678
65536,65536,86206,135355
-65536,196608,-12825,221818
-196608,196608,-219214,193941
-65536,-196608,-23969,-222191
65536,-65536,25321,-49087
196608,-196608,114322,-104442
-65536,-65536,-141245,-51618
65536,-65536,-19763,60884
196608,-196608,255507,-248994
196608,-196608,108248,-197756
-196608,-65536,-180621,-87300
196608,-65536,181094,-128843
-65536,-65536,-71524,-74467
-65536,65536,14017,89883
196608,-65536,171030,-34953
65536,196608,101217,323232
-65536,196608,-63345,223705
-65536,196608,-74405,263707
-196608,-196608,-62428,-192752
65536,-196608,-18552,-98711
196608,-196608,271816,-56683
65536,-65536,103831,-34553
-196608,196608,-224583,138696
-196608,-65536,-101554,-97553
65536,65536,-42282,81984
-196608,65536,-227048,92168
-196608,-196608,-267111,-155862
-196608,65536,-172567,92384
65536,196608,600,197015
-196608,65536,-171343,28420
196608,-196608,185731,-173206
196608,-65536,168643,42684
-65536,65536,-42862,125038
196608,196608,180937,227803
-65536,196608,-129047,256673
65536,196608,228968,174960
-196608,-65536,-225029,-95188
196608,196608,67233,152982
-65536,-196608,-114664,-203917
65536,-196608,-8397,-221228
-65536,196608,-17339,267099
-196608,65536,-177843,37806
196608,196608,219869,149777
65536,-196608,43949,-83278
-65536,-196608,-81833,-222941
65536,-196608,43896,-187651
-65536,65536,-70273,91866
-65536,65536,-16803,-778
-196608,65536,-177001,137614
-196608,-196608,-167432,-159439
-65536,-65536,-36392,25380
196608,196608,248206,156982
65536,196608,82347,202391
65536,-196608,86471,-194312
-196608,65536,-127253,80931
196608,-65536,157809,-150398
-65536,-65536,-115460,-59070
-196608,65536,-265794,-17684
-65536,196608,-54865,217513
-65536,196608,-173682,72423
-196608,-65536,-169646,-173557
196608,-65536,190238,-17782
65536,65536,131731,33634
-196608,196608,-235808,138977
196608,-65536,184746,8605
-65536,196608,-67,215722
-196608,-65536,-115916,-14658
65536,65536,25856,55837
65536,196608,76141,352937
-65536,-65536,-48360,-100803
-196608,-65536,-174809,36238
65536,-65536,50217,-69116
-196608,-65536,-121852,-162060
65536,65536,-44709,93705
-65536,196608,-90105,214971
-65536,196608,-39404,135274
-196608,-196608,-169934,-250410
196608,196608,275528,195167
196608,-196608,266512,-176204
-65536,-65536,-82194,-209674
65536,65536,141370,126975
196608,65536,154951,36687
-65536,-65536,-11228,-143230
65536,-196608,171162,-141706
65536,-65536,136416,-66914
196608,65536,202779,136487
-65536,65536,-84892,91086
65536,196608,-23642,196520
65536,-196608,83653,-205518
-196608,196608,-261670,224769
-196608,65536,-242879,41411
196608,65536,127140,15797
-196608,196608,-223467,232190
-65536,196608,-67168,188179
196608,65536,212571,67494
196608,196608,161575,260162
-196608,196608,-134226,189964
65536,-196608,53389,-195731
-65536,65536,-111492,30553
-65536,-65536,-52334,-40407
-65536,-196608,49017,-176199
196608,-65536,216161,-12985
-65536,196608,-86705,162822
65536,196608,-23576,169899
65536,-65536,52736,-19323
-196608,196608,-182902,211322
-65536,196608,-88147,143739
196608,-196608,99450,-120384
-196608,-65536,-246230,-164623
65536,-196608,150393,-150853
-65536,-65536,18123,-139348
65536,-196608,13810,-86591
-196608,65536,-157360,-24576
65536,65536,-3222,132758
-65536,-65536,16392,-70299
-65536,65536,-51229,44148
-196608,-196608,-141206,-185792
-65536,-65536,-165594,-28671
65536,65536,105069,12773
65536,65536,65088,17943
196608,-65536,246309,-27638
196608,65536,249981,-34070
196608,65536,200446,31452
65536,-65536,30484,111857
65536,65536,111023,9062
-196608,65536,-200117,132499
196608,65536,145690,31352
65536,65536,11855,95234
-196608,196608,-282785,234783
65536,-65536,35766,327
-196608,196608,-132277,184925
196608,196608,206983,312639
196608,-196608,165701,-230990
196608,196608,243563,210272
65536,196608,16969,210917
65536,-196608,71099,-262063
-196608,65536,-207088,48858
-65536,65536,-20082,74959
-65536,196608,-157551,171398
196608,-196608,147008,-54205
-65536,65536,-161111,16611
196608,-196608,181463,-127801
-196608,-65536,-125934,-15570
-65536,-65536,-95024,-66345
-65536,-65536,-95329,-116012
196608,-65536,247464,-110356
-196608,196608,-134269,166390
-65536,-65536,-70703,-169716
-65536,-65536,-25590,-124078
-65536,-196608,-128365,-283095
-196608,65536,-116217,144054
-196608,-196608,-71253,-160527
-65536,196608,-35128,242462
196608,-65536,75009,-31184
196608,65536,164041,75277
-65536,65536,-29784,150752
-196608,-65536,-221197,-101168
-65536,-65536,8684,-59313
-196608,196608,-162295,240191
-65536,196608,-106752,119529
-196608,-65536,-194726,115118
65536,-65536,13390,-63869
196608,-65536,185956,-57252
65536,-65536,33181,7790
196608,65536,265143,118914
-196608,196608,-73160,198829
65536,-65536,-17959,-57944
196608,-65536,84408,-153288
-65536,65536,-79839,33072
-196608,-196608,-285192,-166434
-196608,-65536,-193912,-39639
-65536,65536,-21843,136779
-65536,65536,21632,58506
196608,-196608,208357,-277542
-196608,196608,-207877,258257
196608,196608,81189,280389
-65536,196608,-64008,249011
-196608,-65536,-192449,-75082
-65536,196608,-28259,257537
196608,-65536,155275,134506
196608,-65536,171227,-58818
196608,65536,110382,-10990
-196608,196608,-330282,162404
-65536,196608,-130205,233098
-65536,196608,-157148,102984
196608,-65536,216252,-55653
196608,-65536,166380,-43347
196608,196608,165207,286167
196608,-65536,139178,10901
65536,-65536,-123051,-15096
65536,-196608,153531,-322778
65536,-196608,7180,-142874
196608,196608,172547,237768
196608,196608,111730,211540
-65536,-196608,-8834,-297549
-196608,-65536,-188240,-110853
-65536,-65536,-113746,-133608
65536,65536,42653,-52019
-65536,196608,32369,196438
196608,196608,192351,150063
65536,196608,54934,349768
65536,65536,10616,55690
-196608,65536,-307137,141013
-196608,-65536,-205945,-157077
65536,-196608,84525,-227533
65536,-196608,129686,-190955
-65536,-196608,-196713,-249590
65536,-65536,-102,-90167
196608,-196608,162728,-209323
-65536,65536,-65739,51890
196608,65536,188147,173763
196608,196608,189509,218674
196608,-196608,220416,-168633
65536,65536,12838,97019
-196608,196608,-142110,232349
-196608,-196608,-171320,-201444
196608,-196608,177949,-215320
65536,65536,158933,75268
-65536,196608,25265,264096
196608,196608,251033,262313
-65536,65536,-241638,51511
-65536,65536,26579,110332
65536,65536,111902,54184
65536,-196608,182589,-194632
-196608,65536,-124415,37911
-196608,65536,-104528,54939
65536,-65536,116797,12717
196608,65536,275290,70928
-196608,65536,-80271,73428
-65536,-196608,-52902,-281038
196608,196608,104884,178567
-65536,-196608,-83473,-210686
65536,-65536,88285,-113908
-65536,65536,-61167,66800
196608,65536,123884,40498
65536,65536,-29620,70203
196608,65536,153369,72624
-65536,65536,-18413,9777
196608,65536,288805,42276
65536,-65536,119008,-61022
-65536,65536,-3846,134628
-65536,65536,-70251,80513
-196608,65536,-298241,26919
-196608,-65536,-223165,-42258
196608,65536,181512,165154
-196608,-65536,-225606,-12056
-196608,-196608,-193417,-164665
-196608,65536,-170856,107867
-196608,196608,-146843,280615
65536,-65536,49311,-2784
65536,-196608,-45529,-163543
-196608,-65536,-224779,-3192
196608,-65536,199158,-128639
65536,-196608,136874,-284250
-196608,65536,-229734,74701
65536,65536,95438,69543
-65536,-65536,-48612,-97268
65536,-196608,68097,-148428
65536,65536,119823,-43143
196608,-65536,158055,-96735
65536,196608,31980,168316
196608,-196608,195914,-292070
-65536,196608,-102882,283810
-196608,196608,-166971,117312
196608,-65536,155001,-99860
65536,-196608,78739,-143637
65536,65536,59692,103226
196608,65536,209147,885
-65536,-65536,-92357,-25720
-196608,65536,-216390,82442
65536,65536,71137,201645
-65536,196608,-53747,220174
-196608,196608,-196853,188368
-196608,-196608,-97118,-246576
65536,196608,7737,153189
196608,65536,192862,17361
65536,-196608,-26269,-116618
65536,-196608,87243,-195560
65536,-65536,473,-32560
-65536,196608,-81773,284949
196608,-196608,174902,-334200
-65536,65536,-49149,140145
65536,-196608,33286,-193376
196608,-196608,161878,-171227
-196608,-65536,-112840,-113865
196608,65536,213210,21482
65536,65536,32804,94055
196608,196608,181974,335725
-196608,65536,-100618,124069
-196608,-196608,-210327,-122778
196608,65536,156396,54335
-196608,65536,-236571,30520
-65536,-196608,-97572,-242160
196608,-65536,161925,-94022
-196608,196608,-271262,76849
-196608,196608,-262194,154316
196608,-65536,148226,-98227
-65536,-196608,-31024,-206838
196608,196608,174367,204294
-196608,-65536,-208694,-44391
196608,-65536,270705,-66407
-196608,-65536,-121058,-99457
65536,196608,49077,82066
196608,196608,159804,163045
196608,196608,146177,139875
-196608,196608,-156192,223798
-196608,65536,-208551,118584
-196608,-65536,-219156,-10780
-196608,65536,-244077,109696
196608,-65536,151706,-73326
-196608,196608,-177936,166157
196608,196608,119866,153022
-65536,65536,-7496,-22411
196608,-196608,165464,-138743
-196608,196608,-205338,186415
-196608,-196608,-274607,-269319
-65536,-65536,-66257,-113753
196608,65536,177454,14957
-65536,-196608,-68458,-194098
196608,-196608,282467,-134332
-196608,196608,-186241,176306
196608,-196608,150248,-328020
-196608,-196608,-238106,-207645
-196608,-65536,-161888,-74648
65536,65536,141302,52414
65536,196608,81983,160002
196608,196608,236787,209293
-196608,-196608,-161036,-192749
-65536,-65536,17252,-66985
-196608,-196608,-310347,-172535
-65536,-196608,-26611,-221684
196608,196608,253999,168221
196608,-196608,118507,-116092
-65536,-196608,-117206,-163975
-65536,-65536,-115170,-17292
-196608,196608,-239125,268139
196608,65536,168505,96219
-196608,-65536,-182455,-11374
-65536,-65536,-15033,-157675
65536,-65536,128620,-53626
65536,196608,16658,185948
65536,-196608,16256,-98732
-65536,65536,11229,119655
-196608,196608,-158877,159828
196608,-196608,201442,-174859
-65536,-65536,-37922,-55754
65536,196608,63797,223114
-196608,-196608,-166004,-256047
196608,65536,177002,86539
196608,65536,212290,52226
-65536,-196608,-153661,-180130
-65536,196608,-105661,154348
196608,-65536,157111,-99668
196608,-196608,174766,-128126
65536,-65536,11483,-126883
196608,65536,165481,8494
-65536,-196608,-153887,-199617
-196608,65536,-164597,20504
65536,-65536,60722,-117168
65536,-65536,-33945,-59406
196608,-196608,147904,-284413
-196608,-196608,-176971,-255412
65536,-196608,33856,-76772
-65536,65536,-106195,92342
196608,-65536,192256,-109090
-65536,-65536,-45491,-41137
196608,65536,112811,98634
65536,-196608,97630,-138594
196608,196608,149919,189190
-196608,-196608,-197654,-139639
-65536,196608,-67602,77685
-196608,196608,-227357,134983
-65536,65536,-125256,75096
-65536,-65536,-82203,-46305
196608,-65536,291429,-118729
65536,-65536,-13904,-50401
65536,-65536,164265,-101931
-196608,65536,-211760,49378
196608,196608,198672,256393
65536,-65536,2138,-12509
-65536,196608,-110532,138440
-65536,65536,-94876,3856
196608,-196608,135602,-220596
-196608,65536,-208796,63976
196608,-65536,172863,-103918
-196608,-196608,-88634,-135897
196608,65536,128585,85803
-65536,65536,-59545,89227
196608,196608,211067,122718
65536,65536,3094,133636
65536,-196608,105605,-361136
196608,65536,173370,114195
-196608,-65536,-342014,-11028
