TxI_fixed,TxQ_fixed,RxI_fixed,RxQ_fixed
-196608,196608,-158113,171382
-65536,-196608,-130698,-122347
-65536,-196608,-126663,-200289
-196608,65536,-156476,69178
196608,-65536,176355,-45728
-65536,196608,-11993,382512
-196608,-196608,-126007,-118174
-196608,196608,-234233,237512
196608,65536,242887,12283
65536,-65536,21463,-57159
-196608,65536,-66328,18099
-65536,196608,-105963,244570
196608,65536,256470,73731
196608,196608,245835,131004
196608,-196608,215049,-191875
65536,-196608,26417,-246163
65536,65536,56704,74358
-65536,-196608,-191176,-246726
-65536,196608,-52443,198212
196608,-196608,217004,-152826
-65536,-65536,-57748,-68631
-196608,-65536,-370070,-88340
65536,65536,-8301,77395
196608,65536,152965,106209
196608,65536,213623,943
-196608,65536,-179728,80743
-196608,196608,-206539,273473
-196608,196608,-159548,230075
-196608,-65536,-256479,-62167
196608,196608,232209,233930
65536,-196608,93232,-170209
65536,-65536,87562,-21571
-196608,65536,-207228,-52540
-65536,65536,41269,-25092
196608,196608,225381,255230
65536,-65536,9043,-153354
-196608,196608,-182122,220034
-65536,196608,-21636,176069
-65536,196608,-99846,138491
-196608,-65536,-133060,-45138
196608,65536,218896,77264
65536,-196608,-71124,-73491
-65536,65536,-48053,29085
65536,-65536,41848,18480
65536,65536,96875,86096
-65536,65536,-10451,26972
-196608,-196608,-185222,-149980
-65536,65536,31614,98541
-65536,65536,-75962,67627
196608,65536,233060,81072
65536,196608,112496,161780
-196608,-65536,-202287,-113712
65536,-65536,110970,-21230
-65536,-196608,-100229,-209673
-196608,196608,-221261,191936
-196608,196608,-273178,212933
-196608,65536,-182524,81013
-196608,-65536,-177633,-148923
196608,-196608,265406,-121568
-196608,196608,-150453,203678
-65536,65536,-82151,53713
196608,-196608,127873,-171473
-65536,196608,-40284,210408
-65536,-196608,-735,-151858
65536,196608,109593,227994
-196608,-196608,-133340,-154729
-196608,196608,-208970,275425
-65536,196608,-92758,248158
-196608,-196608,-239599,-205971
196608,196608,193347,131098
65536,196608,60951,293907
-196608,196608,-184550,182739
-196608,-196608,-204151,-224209
196608,-196608,188812,-297928
65536,196608,20224,216354
196608,196608,251542,205294
-65536,-196608,-61072,-285000
-65536,65536,-75713,91980
-196608,196608,-240213,167544
65536,65536,-12168,222488
-65536,-196608,10770,-229824
196608,196608,228966,171219
-65536,65536,-160275,14502
-65536,-196608,-21014,-122057
196608,65536,250425,43788
-196608,-65536,-189352,-107827
65536,-196608,158769,-155364
-196608,-65536,-183965,-146066
196608,-196608,113951,-160139
-65536,-196608,-44232,-92681
65536,196608,79823,229664
-196608,-65536,-231804,-28321
196608,-65536,230069,-14777
-65536,-65536,-162827,34208
-65536,-196608,-7747,-126023
-196608,-65536,-247837,-39886
196608,-65536,139146,-12803
-65536,196608,-72177,144923
-65536,65536,-40276,110825
65536,65536,75099,6872
-65536,-65536,-108863,-86948
-196608,-65536,-226133,-245372
196608,-65536,130507,-42117
196608,-65536,183500,-103099
65536,65536,128253,130360
196608,196608,196359,219372
-196608,-196608,-146470,-131028
-65536,-65536,19372,-128753
65536,-65536,31231,-4957
196608,65536,185723,188391
65536,-65536,192203,-20955
65536,196608,149799,242717
196608,196608,99040,206502
65536,-65536,88122,-96145
196608,65536,196641,109944
-196608,-65536,-148393,-153401
196608,-65536,153146,-89908
-65536,65536,-114519,-37787
196608,196608,157166,155557
-65536,-196608,-98902,-159151
65536,-65536,113102,-36051
196608,196608,127697,199578
-65536,-65536,-101859,-55595
196608,-196608,92237,-306629
196608,65536,255363,43801
196608,196608,270760,156858
-196608,-196608,-215689,-235057
-65536,-65536,-82918,-30557
-196608,-196608,-170167,-246810
-196608,196608,-110587,161331
-65536,65536,-41698,-56223
196608,-65536,155914,-82695
-196608,65536,-291050,2072
-196608,65536,-261664,70157
-196608,-196608,-192336,-252095
196608,-196608,158376,-190509
-196608,196608,-185234,188167
65536,196608,33279,294155
-65536,65536,-127268,94544
65536,196608,-3132,89284
196608,65536,287755,-8257
-196608,-65536,-144745,-62315
-65536,65536,35422,11289
-196608,196608,-165107,23434
196608,196608,171522,275340
-65536,65536,11667,107554
65536,-196608,63607,-166214
-65536,65536,-52652,30105
-196608,65536,-199106,90487
-65536,-196608,-237458,-237700
196608,-65536,290228,-53585
196608,-196608,225253,-250315
-65536,196608,-46294,285068
196608,-196608,193004,-288215
196608,196608,206142,268499
196608,196608,161763,198878
65536,65536,101507,36981
-196608,65536,-272864,75279
196608,-65536,207463,-22753
-65536,196608,-32774,276344
196608,65536,185018,83805
65536,196608,87172,144645
-65536,-65536,-123370,-62291
-196608,196608,-252954,302599
-65536,-65536,-51726,13087
-65536,-65536,-25950,-12519
-65536,-65536,-174915,-19116
-65536,65536,-35081,106342
196608,-196608,164918,-129006
-196608,-196608,-207856,-223248
196608,65536,118461,-13519
65536,196608,15853,200634
65536,65536,121900,17838
-65536,196608,-63619,135058
196608,-65536,174277,-107557
196608,65536,189812,210529
-196608,-196608,-168067,-188667
-196608,196608,-170910,217722
-196608,65536,-200985,-5776
196608,65536,260371,-42028
-196608,196608,-139991,148825
-196608,-65536,-172492,18368
-196608,-65536,-193422,-46034
-65536,-65536,-27188,-30614
65536,-65536,83870,-22448
65536,196608,127423,162109
196608,-196608,249088,-115634
196608,65536,137203,28618
-65536,65536,-128891,147575
65536,-65536,24625,-39732
-196608,196608,-139660,92235
-196608,-196608,-288570,-240247
196608,-196608,219638,-300741
65536,65536,86687,133402
196608,-65536,264437,-66979
196608,65536,207129,-64465
-196608,65536,-274971,87457
-196608,-196608,-252577,-227946
65536,196608,-3421,110043
196608,-196608,165224,-98716
-65536,65536,-76206,71795
65536,-65536,-2456,-82655
196608,-65536,282406,-88838
65536,196608,-11781,108324
65536,196608,144067,120501
65536,196608,134678,271570
-65536,65536,-13129,37890
-65536,65536,-106010,66823
-196608,196608,-176629,77342
-196608,-65536,-271130,-142433
196608,-65536,249750,-29960
65536,-65536,61220,-43500
196608,65536,172728,167828
-196608,-196608,-268001,-118260
-65536,-65536,-210073,-78996
-196608,-65536,-257196,-37944
196608,-65536,261528,-84007
-196608,196608,-220109,316485
196608,65536,186729,132569
196608,196608,234853,206507
196608,196608,301950,208299
196608,-196608,273909,-112316
-196608,196608,-253334,230420
196608,-196608,83279,-105678
196608,196608,334267,68631
65536,-65536,197909,-38628
196608,65536,207602,35466
-196608,196608,-270728,299075
196608,-196608,252802,-106391
-65536,65536,-71836,67452
-65536,-196608,-72127,-107020
196608,-65536,248791,38491
-65536,196608,-46029,200949
-65536,65536,-134716,209748
-196608,-65536,-215553,-67364
65536,196608,104108,184093
-65536,196608,-35768,247123
-65536,-196608,-50250,-217248
65536,-196608,119992,-191629
65536,-65536,44434,16690
-65536,-196608,-55112,-195487
196608,-65536,-323,-164423
-65536,-65536,-91769,-44107
196608,-65536,241174,-106158
196608,-196608,173832,-146128
196608,65536,169408,106152
65536,-65536,4778,20305
-65536,65536,-7000,118481
-65536,196608,-33539,260213
-196608,-196608,-148453,-235643
65536,-196608,-35171,-149704
-196608,65536,-205969,180375
-196608,196608,-212950,156432
196608,196608,180240,301604
65536,-65536,29597,-97585
-196608,-196608,-216800,-246312
-65536,196608,-15968,213888
-196608,196608,-308203,238374
65536,-65536,169223,-12345
-65536,-65536,-37309,-121645
-65536,65536,-68006,90887
-65536,-196608,-12631,-236603
196608,196608,111908,109745
-65536,65536,-104315,11354
196608,-196608,189544,-240415
196608,65536,276275,95966
-196608,-196608,-199321,-129388
-196608,-196608,-170352,-282555
-65536,196608,-99932,217141
65536,-196608,93938,-265256
-65536,-65536,32314,-28835
-196608,196608,-138529,160278
-65536,-65536,-70288,-126870
-196608,65536,-157200,112188
-65536,65536,-31844,31295
65536,-196608,95090,-215041
-65536,-196608,-665,-326122
65536,-65536,129971,-10314
65536,-65536,58118,-17644
-65536,-65536,-28089,-65218
65536,65536,43186,-23583
65536,-65536,11684,5018
-196608,196608,-212330,157738
-196608,196608,-201058,170159
65536,65536,-31400,200420
196608,-65536,246800,-106586
-65536,-65536,-226981,-22236
65536,-196608,223918,-163816
-65536,196608,22083,219371
-196608,65536,-211835,81988
-65536,-65536,-64986,-43578
65536,-196608,83211,-180743
65536,65536,31165,62507
65536,65536,76773,153704
65536,196608,57135,120028
196608,-65536,191108,-5944
196608,65536,207194,113511
196608,-196608,119977,-155864
65536,-196608,67844,-131444
196608,65536,206144,60134
-65536,-196608,-58019,-305644
65536,65536,52944,61318
-196608,-196608,-130226,-254434
65536,65536,44904,22839
-65536,65536,-52274,-6947
196608,65536,272292,37688
65536,-196608,60905,-231415
196608,65536,209120,-73171
65536,196608,59913,237459
-65536,65536,6652,195069
65536,-65536,50500,-30168
196608,-65536,271479,-77375
196608,196608,190565,193414
-65536,65536,-115677,40976
65536,-65536,105170,-60283
-196608,65536,-214382,63377
65536,-65536,101736,-114603
-65536,-196608,-224769,-98429
-196608,-196608,-196304,-283368
-65536,196608,-92349,238515
65536,196608,3506,190704
-196608,65536,-228884,176430
-65536,196608,-99006,216494
196608,65536,193809,44539
-196608,-196608,-276378,-211059
-196608,-196608,-178157,-194280
-65536,-65536,14169,-132206
196608,65536,212997,20797
-196608,-196608,-149412,-300741
-65536,-196608,-1679,-250454
-196608,65536,-124471,71014
-196608,-65536,-87504,-48024
-196608,-65536,-225731,-181010
196608,-65536,154692,-73541
65536,-65536,111243,-32667
65536,-196608,106856,-206112
196608,65536,241861,28561
196608,65536,306828,41491
-65536,-196608,-64873,-228156
-196608,-196608,-171746,-233755
196608,-196608,139412,-186467
-65536,196608,59038,331238
65536,65536,45902,22149
65536,65536,47555,46976
65536,65536,45307,62520
65536,-65536,27913,-105636
-65536,-196608,-108091,-132537
-196608,-196608,-227161,-334925
-65536,-196608,-145216,-227590
-196608,196608,-242423,244348
65536,65536,179238,48379
196608,-196608,239526,-244496
196608,196608,250625,222322
196608,-196608,265286,-143732
-196608,-65536,-89605,-53248
65536,65536,-37808,18793
-65536,196608,-137287,223223
196608,-196608,149719,-220063
-196608,65536,-224012,109010
196608,196608,179073,283141
-65536,65536,-91613,-86473
65536,65536,78330,72016
-65536,-65536,-63477,-166798
65536,65536,23366,207989
65536,196608,-61385,169298
65536,65536,7612,109079
196608,196608,164566,194548
-65536,65536,-79951,18684
196608,-196608,130703,-250400
-65536,-65536,-94170,26972
-196608,-196608,-262590,-140839
-196608,-65536,-203948,47852
-65536,196608,-128140,199843
-65536,-65536,-115061,-48739
-65536,65536,-141884,49948
-65536,65536,-74491,48788
65536,-196608,14988,-257391
196608,-65536,249510,-60635
65536,196608,89213,150564
196608,196608,192533,222389
196608,65536,150083,75454
196608,196608,218807,213391
65536,65536,105831,163263
-65536,65536,-57212,63336
65536,65536,159096,109683
65536,-196608,92351,-76923
196608,-196608,249908,-120380
-196608,65536,-188816,132812
-196608,65536,-157190,47644
65536,65536,19052,78933
196608,196608,169865,119700
65536,65536,85918,94643
65536,65536,85494,81548
-65536,-65536,-35922,-64172
196608,-65536,260805,-5610
-196608,-65536,-279741,-135997
-196608,-65536,-253457,29842
-196608,65536,-183215,118145
65536,-65536,23277,-69657
196608,196608,393666,187931
-65536,196608,-35449,224647
-196608,-65536,-201178,23190
196608,-196608,166536,-190680
-196608,196608,-224621,205011
-65536,196608,-63778,197665
196608,-65536,203141,38427
65536,-65536,38892,-87057
65536,65536,49600,63815
-196608,196608,-118183,281985
-196608,-65536,-115836,-56959
196608,-65536,211312,800
-65536,65536,-143785,12372
-196608,196608,-165192,184631
196608,-65536,287285,21066
-65536,65536,14377,26078
-196608,-65536,-153762,-74363
-196608,-196608,-113624,-181633
196608,-196608,199722,-254315
-196608,-65536,-159965,-89678
65536,196608,25820,203179
-65536,-196608,-48485,-193885
-65536,65536,12029,140231
65536,-65536,31149,24392
196608,65536,146352,15592
65536,-196608,71223,-190117
65536,196608,52313,235944
-65536,65536,-27665,153999
196608,-196608,170165,-154691
-196608,-196608,-96355,-179636
65536,-196608,-9703,-157722
65536,65536,138679,104844
196608,-196608,151987,-250731
65536,-65536,-39241,-54288
196608,-196608,210486,-111481
-196608,-65536,-211462,-77633
196608,196608,131874,204160
-196608,-65536,-294699,-79684
196608,196608,196120,61618
65536,196608,122466,197809
-196608,-65536,-162482,-47930
65536,196608,68844,166709
-196608,-65536,-168672,-132897
196608,65536,195020,14162
196608,196608,113198,241191
196608,-65536,113713,49541
-65536,196608,-77389,277259
-65536,-196608,-74908,-275037
-196608,-65536,-146962,-15677
-65536,-196608,-21355,-235297
196608,196608,231911,162639
-65536,196608,-81888,169656
-65536,65536,-146083,106728
65536,-65536,89576,-9573
-196608,-196608,-165970,-202327
-196608,65536,-335954,60806
-196608,196608,-245283,223693
-65536,196608,-105852,229745
196608,65536,203513,134157
65536,-196608,18668,-271538
-196608,196608,-198833,197776
-65536,196608,-77819,134300
196608,-65536,187323,-68508
65536,65536,23742,52341
65536,196608,28258,193881
-196608,-196608,-259631,-243265
-196608,-65536,-174435,-152304
196608,65536,229926,-56653
-65536,-196608,-110494,-204261
196608,196608,285322,171463
-196608,65536,-214962,26102
196608,65536,285879,142693
-65536,-196608,-102998,-246747
65536,65536,-52694,148194
65536,-196608,89000,-101873
65536,196608,80036,82793
65536,-65536,67543,-60146
-196608,-196608,-234076,-219926
-196608,-65536,-198625,-235410
-65536,65536,-95363,-18744
-65536,-196608,-83175,-151398
-65536,196608,-16435,314408
-65536,-196608,-54789,-143946
196608,-196608,232192,-177727
-65536,-196608,-79063,-197853
65536,-65536,45583,32630
65536,-65536,-1758,59792
65536,65536,43948,31300
196608,65536,2855,-51143
-65536,65536,-99969,-56872
65536,65536,60759,142654
65536,-196608,98421,-199353
65536,-65536,49861,-54846
65536,-65536,85819,-170002
-196608,-65536,-323776,-109477
-65536,-65536,-68852,-82774
-65536,65536,-163518,77661
196608,-196608,126116,-219862
-196608,-65536,-207527,-126053
196608,196608,271065,150837
65536,-196608,87192,-126115
196608,196608,197672,210889
65536,-196608,64397,-160895
65536,-196608,23903,-249048
-65536,-196608,-97272,-368933
-65536,196608,-40603,166090
-65536,-65536,-146358,-116092
-65536,-65536,-30937,-45175
-65536,196608,-88201,388296
-196608,-65536,-148445,-24980
-65536,65536,-9466,225151
196608,-65536,99001,-32354
65536,65536,31607,28789
-65536,65536,-115447,85833
-196608,65536,-302362,169418
196608,196608,136370,303344
196608,-65536,339030,-99101
65536,-65536,101095,-50765
196608,196608,308462,113225
196608,196608,244977,244719
